ID,Votes
tt4857496,58
tt4859168,1548
tt4859240,22
tt4865022,5
tt4867110,608
tt4872260,135
tt4874350,76
tt4876036,13
tt4876524,77
tt4877326,21
tt4878482,17112
tt4878984,46
tt4881806,206132
tt4882708,138
tt4883336,24
tt4884028,16
tt4885700,5
tt4886352,20
tt4887106,46
tt4888982,9
tt4902266,71
tt4906764,12
tt4907206,8
tt4908174,110
tt4909730,5
tt4912910,221716
tt4915672,2584
tt4920360,118
tt4920450,164
tt4921954,12
tt4922674,79
tt4930292,26
tt4935462,100
tt4936398,43
tt4940416,2181
tt4942754,8
tt4945640,23
tt4949112,1235
tt4949288,30
tt4949388,5
tt4949412,45
tt4951982,4167
tt4958448,3034
tt4958972,24
tt4959440,661
tt4960466,12
tt4964788,14697
tt4965146,7
tt4966060,25
tt4967924,75
tt4968782,18
tt4971344,25148
tt4971408,3718
tt4974616,191
tt4976192,4539
tt4979110,172
tt4980154,109
tt4981292,17
tt4981658,9
tt4982216,5
tt4983198,19
tt4985906,183
tt4986098,23160
tt4990954,14
tt4991112,656
tt4998008,6
tt5001456,204
tt5001754,22090
tt5002444,63
tt5004776,15
tt5005462,63
tt5013782,81
tt5016750,13
tt5020726,102
tt5024048,72
tt5026652,13
tt5027320,10
tt5028340,40757
tt5028702,42
tt5028916,6
tt5031658,12
tt5034122,537
tt5037684,42
tt5037840,291
tt5038134,34
tt5038904,9
tt5039416,106
tt5039992,54
tt5040202,440
tt5046974,9
tt5050342,54
tt5051826,289
tt5052474,87716
tt5056154,25
tt5056842,300
tt5057140,25290
tt5060166,2493
tt5060874,12
tt5063368,11
tt5065290,35
tt5065678,5
tt5068162,99
tt5068902,9
tt5070240,32
tt5072612,144
tt5075662,3618
tt5076118,19
tt5076150,54
tt5078220,18
tt5078618,68
tt5080556,15547
tt5083738,97724
tt5085924,7906
tt5086308,65
tt5086770,16
tt5089932,41
tt5090094,8
tt5092380,3024
tt5094192,435
tt5095030,211826
tt5104604,101892
tt5113250,773
tt5117428,336
tt5117670,26555
tt5119160,6
tt5127756,13
tt5132392,75
tt5133808,6
tt5136864,7
tt5138338,6
tt5138766,17
tt5139926,325
tt5141260,29
tt5141862,49
tt5145662,189
tt5146612,56
tt5149490,59
tt5150228,21
tt5152484,62
tt5152882,7
tt5153288,2996
tt5160614,7
tt5160938,3542
tt5163920,8
tt5164184,9069
tt5164214,134199
tt5164432,77649
tt5164702,25
tt5165620,188
tt5168238,24
tt5169938,29
tt5176580,127
tt5176648,269
tt5177088,23628
tt5178264,10
tt5178964,490
tt5179598,7340
tt5181834,146
tt5184604,9
tt5184904,12
tt5191914,20
tt5196158,15
tt5198910,6
tt5207004,431
tt5207158,6554
tt5208252,19166
tt5208950,3251
tt5209346,14
tt5211888,20
tt5212488,83
tt5215088,4611
tt5215650,46
tt5216022,522
tt5217950,13
tt5220078,88
tt5220122,38979
tt5220724,25
tt5221184,124
tt5221360,115
tt5222768,1848
tt5223878,168
tt5224356,159
tt5226192,412
tt5226346,32
tt5227512,20
tt5227746,3926
tt5228710,120
tt5229062,6
tt5230380,273
tt5231992,157
tt5232294,189
tt5232468,25
tt5236920,13
tt5240090,56
tt5241760,451
tt5245584,7
tt5246700,34957
tt5246902,283
tt5254610,5776
tt5254728,34
tt5258106,40
tt5258128,238
tt5258194,13
tt5258388,187
tt5258726,155
tt5259598,530
tt5262162,26
tt5265964,459
tt5267472,3251
tt5268348,1591
tt5270688,39
tt5273284,9
tt5273720,570
tt5275128,39
tt5278886,237
tt5280308,15
tt5281058,15
tt5287836,5
tt5289172,5
tt5290196,64
tt5291604,789
tt5291792,1052
tt5292624,552
tt5295774,178
tt5303442,289
tt5304992,30428
tt5304996,1171
tt5305452,7
tt5311542,2556
tt5314190,1103
tt5314450,209
tt5315902,11
tt5316682,13
tt5318156,6
tt5322168,549
tt5325684,1112
tt5327410,174
tt5328348,15
tt5328466,51
tt5328602,5
tt5328694,23
tt5331854,6
tt5335244,85
tt5337544,19
tt5340594,6
tt5342090,140
tt5347122,101
tt5351576,13
tt5355890,10
tt5356318,52
tt5357790,18
tt5358438,5
tt5360936,10
tt5360952,14560
tt5360996,5338
tt5361326,488
tt5361596,283
tt5365066,83
tt5368108,76
tt5368322,22
tt5371168,3317
tt5372620,35
tt5378092,1307
tt5397194,27732
tt5419450,19
tt5419676,1073
tt5420406,30
tt5420870,153
tt5424228,876
tt5427194,2989
tt5427410,5
tt5428090,143
tt5428666,30
tt5431284,129
tt5431946,197
tt5433276,138
tt5433398,39
tt5436698,17
tt5436802,39
tt5437928,10234
tt5441464,151
tt5443372,138
tt5450040,7
tt5451118,2312
tt5456782,9
tt5459382,352
tt5460522,101
tt5460858,289
tt5460880,5203
tt5461616,16
tt5461944,1084
tt5462464,99
tt5463162,365050
tt5464164,60
tt5465970,347
tt5466186,9722
tt5466826,26
tt5467928,323
tt5468022,295
tt5470222,1177
tt5470668,10
tt5471258,161
tt5471472,135
tt5473090,1329
tt5474036,4643
tt5474678,15
tt5475734,315
tt5478446,56
tt5478918,63
tt5479590,102
tt5480520,150
tt5490896,10
tt5491352,6
tt5493516,11
tt5493944,5671
tt5494522,6
tt5495122,403
tt5495230,25
tt5496628,39
tt5497852,66
tt5501104,8225
tt5503472,600
tt5504514,24
tt5507934,419
tt5508108,33
tt5508870,61
tt5509412,112
tt5513134,8
tt5514344,54
tt5514604,6
tt5516404,325
tt5518134,5
tt5518358,175
tt5522310,318
tt5523010,16211
tt5528880,45
tt5531694,14
tt5532368,17
tt5536610,9227
tt5539276,6
tt5539924,111
tt5540608,16
tt5541002,37
tt5541186,7
tt5545880,48
tt5546270,11
tt5547910,728
tt5553436,7
tt5553810,109
tt5553962,406
tt5554042,7
tt5554204,10
tt5554314,49
tt5556152,187
tt5562054,23
tt5562804,5
tt5564336,87
tt5564792,21
tt5566778,730
tt5566790,10251
tt5566946,27
tt5571754,110
tt5572856,27
tt5575364,23
tt5575800,11
tt5580266,14881
tt5580392,2665
tt5581120,21
tt5581284,985
tt5581752,386
tt5583554,27
tt5585580,7
tt5588786,61
tt5588938,12
tt5589212,20
tt5589362,16
tt5591666,5444
tt5591834,38
tt5592796,110
tt5594352,40
tt5594898,17
tt5596104,551
tt5596962,21
tt5598578,36
tt5601424,283
tt5604902,138
tt5605076,3478
tt5607038,24
tt5607096,9973
tt5607290,9
tt5607810,9
tt5608000,78
tt5610554,38338
tt5610638,7
tt5610950,111
tt5611404,51
tt5611432,18
tt5613484,16781
tt5616294,6466
tt5617310,688
tt5617916,73
tt5618160,159
tt5618318,25
tt5619044,10
tt5619332,23980
tt5622412,2815
tt5622660,110
tt5628236,30
tt5629524,1799
tt5630030,260
tt5630752,22
tt5634336,74
tt5634556,90
tt5636922,205
tt5637098,16
tt5639446,2998
tt5639898,882
tt5639996,8
tt5642914,11
tt5643730,147
tt5644050,525
tt5644498,57
tt5645932,240
tt5646082,67
tt5646604,59
tt5651572,24
tt5657280,583
tt5658672,15
tt5664222,11
tt5664636,9750
tt5668822,128
tt5670152,16230
tt5670364,16
tt5670732,47
tt5671298,138
tt5673714,360
tt5676048,7
tt5677598,26
tt5685006,2122
tt5685652,28
tt5685664,9
tt5686062,1483
tt5686622,923
tt5687414,156
tt5688868,2059
tt5688932,36426
tt5688996,10810
tt5690360,17430
tt5690810,430
tt5690992,92
tt5691024,3304
tt5691084,812
tt5691670,12249
tt5692390,2525
tt5695316,15
tt5696326,504
tt5697722,17
tt5697990,141
tt5698834,173
tt5699180,23
tt5700182,82
tt5702446,531
tt5705306,27
tt5707048,742
tt5709188,5716
tt5709846,7
tt5710532,30
tt5711454,27
tt5711628,16
tt5713994,152
tt5715456,9
tt5715828,141
tt5715832,195
tt5716280,1183
tt5718046,342
tt5721636,42
tt5722926,6
tt5724948,144
tt5724978,18
tt5725348,9
tt5725568,19
tt5725976,15
tt5726086,40159
tt5730248,142
tt5734576,9374
tt5737162,201
tt5737166,52
tt5737536,4039
tt5737840,26
tt5740852,29
tt5740866,4190
tt5741008,12
tt5742032,10
tt5742712,14
tt5746054,18
tt5748106,12
tt5749012,18
tt5749570,230
tt5749596,1063
tt5749698,16
tt5752930,5
tt5755280,219
tt5755622,8
tt5758726,387
tt5758778,74305
tt5759188,11
tt5759656,11
tt5761612,27
tt5764010,16
tt5769440,58
tt5770836,14
tt5771010,91
tt5772704,9
tt5773088,7
tt5773402,915
tt5773986,1250
tt5774450,19516
tt5774888,11
tt5779372,1308
tt5781146,55
tt5782230,25
tt5783476,264
tt5783956,33463
tt5788706,22
tt5789976,5837
tt5791098,209
tt5791356,6
tt5792468,245
tt5793200,93
tt5795282,70
tt5796882,68
tt5797752,5
tt5799948,13
tt5802168,15
tt5803438,50
tt5804846,10
tt5805592,15
tt5806792,75
tt5807544,7
tt5808370,6
tt5809726,44
tt5811342,14
tt5812240,10
tt5814060,81823
tt5815078,583
tt5816160,5
tt5817548,38
tt5820170,7
tt5820544,29
tt5820810,19
tt5821220,111
tt5822132,58
tt5822154,119
tt5824766,17
tt5824910,19
tt5827590,243
tt5827890,9
tt5829104,333
tt5831668,16
tt5831744,6
tt5831936,49
tt5834262,27051
tt5834362,30
tt5834760,8941
tt5835994,36
tt5836576,53
tt5836706,343
tt5837842,6
tt5840874,5
tt5841344,622
tt5841956,18
tt5842616,10261
tt5843780,2030
tt5844178,6
tt5844196,202
tt5844340,48
tt5844488,1750
tt5844772,21
tt5845252,7
tt5845440,37
tt5846644,352
tt5847768,171
tt5848272,70754
tt5848640,131
tt5848986,100
tt5848992,71
tt5850176,13
tt5851598,312
tt5851680,121
tt5852022,5
tt5855164,270
tt5855772,1417
tt5859352,48
tt5859882,125
tt5860356,35
tt5862902,1488
tt5863566,93
tt5866442,171
tt5867982,44
tt5872472,138
tt5874752,12
tt5876196,9
tt5876796,10
tt5878194,7
tt5878590,52
tt5879216,105
tt5881528,1881
tt5883430,20
tt5884834,339
tt5885106,847
tt5886388,362
tt5886420,29
tt5887624,13
tt5887630,64
tt5887650,133
tt5887760,168
tt5890454,17
tt5890460,172
tt5891150,104
tt5893906,19
tt5896568,266
tt5898712,5
tt5900596,46
tt5900870,11
tt5901570,10
tt5903358,182
tt5903926,10
tt5904182,125
tt5906562,97
tt5907978,9
tt5909334,157
tt5910262,14
tt5913184,513
tt5914642,124
tt5915520,5
tt5916158,109
tt5916734,17
tt5918136,48
tt5918734,62
tt5919064,18
tt5921100,66
tt5922358,48
tt5923718,14
tt5924214,173
tt5924480,58
tt5924852,91
tt5926990,246
tt5928320,7
tt5929754,11544
tt5932330,65
tt5932706,26
tt5932800,136
tt5933698,10
tt5933840,106
tt5935704,22550
tt5936492,1843
tt5936578,9
tt5936582,142
tt5936866,62
tt5938084,1141
tt5939596,5
tt5942864,648
tt5943466,10
tt5946668,378
tt5949226,13
tt5950092,60
tt5952138,77
tt5952522,6
tt5953278,33
tt5954852,22
tt5955792,37
tt5959980,5766
tt5960374,6375
tt5960386,116
tt5961314,223
tt5963066,264
tt5963132,46
tt5963314,8
tt5963908,72
tt5966602,630
tt5968274,7710
tt5969642,141
tt5970844,14701
tt5970928,36
tt5973658,669
tt5974592,29
tt5974780,241
tt5976166,19
tt5977294,18
tt5979872,8037
tt5980638,369
tt5981944,341
tt5982964,110
tt5984694,52
tt5985672,76
tt5985720,19
tt5985952,40
tt5986010,7
tt5987042,194
tt5987374,43
tt5988012,5
tt5989218,7902
tt5989336,146
tt5990956,262
tt5993468,35
tt5993604,21
tt5993748,124
tt5994166,1952
tt5996718,33
tt6007614,10
tt6007628,47
tt6009104,1374
tt6010216,37
tt6010530,16
tt6010628,4943
tt6010806,14
tt6012244,765
tt6013156,1368
tt6014166,83
tt6014430,5
tt6014434,7
tt6015410,17
tt6017942,7740
tt6020428,1357
tt6020486,287
tt6022174,133
tt6022564,8
tt6022872,6
tt6023118,1222
tt6023386,795
tt6025356,21
tt6026818,140
tt6028556,8
tt6028796,161
tt6029778,265
tt6029796,5
tt6031674,10
tt6032328,629
tt6032718,54
tt6037866,12
tt6038114,35
tt6040806,450
tt6042648,38
tt6042756,8
tt6043072,649
tt6043142,225
tt6046314,1538
tt6050396,59
tt6051096,2333
tt6051292,6
tt6051312,5
tt6051424,114
tt6053472,1201
tt6053938,1746
tt6053948,1848
tt6054710,179
tt6055450,205
tt6055538,26
tt6057574,13
tt6058084,93
tt6058226,2593
tt6060558,8
tt6061074,1487
tt6061364,124
tt6063050,5354
tt6064118,7
tt6065246,92
tt6067388,6
tt6068406,111
tt6068554,294
tt6069162,630
tt6069620,166
tt6069684,9
tt6071168,43
tt6071752,239
tt6072502,356
tt6072604,76
tt6073576,10
tt6073760,108
tt6074820,78
tt6074834,492
tt6078194,57
tt6078866,1208
tt6080382,13
tt6081670,1625
tt6083230,789
tt6083534,212
tt6083648,3537
tt6084816,6
tt6084880,8
tt6085412,27
tt6085642,37
tt6085984,18
tt6089358,405
tt6089458,119
tt6090044,1246
tt6091462,124
tt6093618,968
tt6094986,13
tt6095486,165
tt6096166,38
tt6096212,24
tt6096256,10
tt6096308,442
tt6096334,5
tt6096542,47
tt6096852,33
tt6096948,319
tt6097228,13
tt6097440,6
tt6097524,7
tt6097886,12
tt6098154,10
tt6098380,65
tt6098526,5
tt6098626,24
tt6099494,75
tt6101602,2178
tt6102104,65
tt6102268,14
tt6102318,13
tt6102396,1751
tt6104684,13
tt6105150,7
tt6106822,52
tt6106980,16
tt6107404,9
tt6107562,5
tt6108486,20
tt6109124,1672
tt6109168,398
tt6109502,359
tt6109874,429
tt6111144,30
tt6111634,30
tt6111980,64
tt6113122,1528
tt6113666,8
tt6116568,116
tt6116856,13174
tt6118340,525
tt6118442,20
tt6119210,9
tt6119856,5839
tt6121432,57
tt6121592,10
tt6128124,41
tt6129302,4085
tt6129904,92
tt6130920,13
tt6131126,168
tt6131450,1177
tt6131982,16
tt6133466,38242
tt6134274,2385
tt6135920,7
tt6139764,25
tt6140148,230
tt6140580,435
tt6141334,21
tt6142146,17
tt6142496,2819
tt6143782,1086
tt6143850,4982
tt6144410,17
tt6144460,23
tt6144666,28
tt6144958,33
tt6145054,11
tt6145764,293
tt6146590,561
tt6147874,15
tt6148864,13
tt6149464,12
tt6149944,7
tt6150000,18
tt6150962,116
tt6151048,45
tt6151592,20
tt6152554,1273
tt6153336,50
tt6153538,538
tt6154710,23
tt6154834,25
tt6155172,98162
tt6155374,1371
tt6156338,16
tt6156656,325
tt6157294,261
tt6157502,7
tt6157734,7
tt6157776,23
tt6157970,214
tt6159268,638
tt6163142,17
tt6164210,6
tt6164238,9
tt6164254,9
tt6164698,208
tt6164762,679
tt6164854,141
tt6165342,88
tt6165936,26
tt6166464,14
tt6169694,5005
tt6169920,362
tt6169934,297
tt6170202,866
tt6170484,917
tt6170506,2100
tt6170804,685
tt6171006,20
tt6172572,56
tt6172666,175
tt6173418,29
tt6173990,8867
tt6174226,80
tt6175086,85
tt6175802,278
tt6178388,13
tt6179746,3880
tt6181974,37
tt6182078,2427
tt6182908,20788
tt6183104,69
tt6183106,45
tt6183180,54
tt6185266,78
tt6185686,8
tt6185692,55
tt6185998,408
tt6186594,6
tt6186696,637
tt6186910,3201
tt6186940,9
tt6187620,134
tt6187794,17
tt6190456,374
tt6193522,38
tt6194704,46
tt6195094,16105
tt6196406,18
tt6197494,2030
tt6200656,672
