ID,Votes,Title,Year,Released,Runtime,Genre,Director,Writer,Actors,Plot,Country,Awards,RT_Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,BoxOffice,Production
tt0069049,4150,The Other Side of the Wind,2018,02 Nov 2018,122 min,"Comedy, Drama",Orson Welles,"Oja Kodar, Orson Welles","John Huston, Oja Kodar, Peter Bogdanovich, Susan Strasberg",A Hollywood director emerges from semi-exile with plans to complete work on an innovative motion picture.,"France, Iran, USA",N/A,83%,78,7.0,"4,069",tt0069049,movie,N/A,Netflix
tt0360556,13823,Fahrenheit 451,2018,20 May 2018,100 min,"Drama, Sci-Fi, Thriller",Ramin Bahrani,"Ray Bradbury (based on the novel written by), Ramin Bahrani (screenplay by), Amir Naderi (screenplay by)","Michael B. Jordan, Aaron Davis, Cindy Katz, Michael Shannon","In a terrifying care-free future, a young man, Guy Montag, whose job as a fireman is to burn all books, questions his actions after meeting a young woman...and begins to rebel against society.",USA,N/A,32%,N/A,4.9,"13,647",tt0360556,movie,N/A,HBO Films
tt0365545,5981,Nappily Ever After,2018,21 Sep 2018,98 min,"Comedy, Drama, Romance",Haifaa Al-Mansour,"Adam Brooks, Cee Marcellus, Trisha R. Thomas (based on the novel Nappily Ever After by)","Sanaa Lathan, Ricky Whittle, Lyriq Bent, Lynn Whitfield","Violet Jones tired of waiting for her longtime boyfriend to propose, breaks up with him. But old feelings, and heaps of jealousy, no doubt, arise when he promptly begins dating another woman.",USA,N/A,71%,63,6.4,"5,840",tt0365545,movie,N/A,Netflix
tt0859635,18762,Super Troopers 2,2018,20 Apr 2018,99 min,"Comedy, Crime, Mystery",Jay Chandrasekhar,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter, Erik Stolhanske","Seann William Scott, Clifton Collins Jr., Steve Lemme, Erik Stolhanske","When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area.",USA,N/A,21%,41,6.1,"18,671",tt0859635,movie,N/A,SK Planet
tt0972544,2588,Back Roads,2018,07 Dec 2018,101 min,"Drama, Thriller",Alex Pettyfer,"Tawni O'Dell (novel), Tawni O'Dell (screenplay), Adrian Lyne","Jennifer Morrison, Juliette Lewis, Alex Pettyfer, Nicola Peltz","""Back Roads"" centers on a young man stuck in the Pennsylvania backwoods caring for his three younger sisters after the shooting death of his abusive father and the arrest of his mother. ...",USA,N/A,74%,42,7.2,"2,000",tt0972544,movie,N/A,Samuel Goldwyn Films
tt1034415,29395,Suspiria,2018,02 Nov 2018,152 min,"Fantasy, Horror, Mystery, Thriller",Luca Guadagnino,"Dario Argento (characters), Daria Nicolodi (characters), David Kajganich (screenplay)","Chloë Grace Moretz, Tilda Swinton, Doris Hick, Malgorzata Bela","A darkness swirls at the center of a world-renowned dance company, one that will engulf the artistic director, an ambitious young dancer, and a grieving psychotherapist. Some will succumb to the nightmare. Others will finally wake up.","Italy, USA",N/A,65%,64,6.9,"27,132",tt1034415,movie,N/A,Amazon Studios
tt1072748,23116,Winchester,2018,02 Feb 2018,99 min,"Biography, Drama, Fantasy, Horror, Mystery, Thriller","Michael Spierig, Peter Spierig","Tom Vaughan, Michael Spierig, Peter Spierig","Helen Mirren, Sarah Snook, Finn Scicluna-O'Prey, Jason Clarke","Ensconced in her sprawling California mansion, eccentric firearm heiress Sarah Winchester believes she is haunted by the souls of people killed by the Winchester repeating rifle.","Australia, USA",N/A,15%,28,5.4,"23,102",tt1072748,movie,"$24,553,838",CBS Films
tt1137450,47170,Death Wish,2018,02 Mar 2018,107 min,"Action, Crime, Drama, Thriller",Eli Roth,"Joe Carnahan (screenplay by), Brian Garfield (from the novel by), Wendell Mayes (based on the 1974 motion picture by)","Bruce Willis, Vincent D'Onofrio, Elisabeth Shue, Camila Morrone","Dr. Paul Kersey is an experienced trauma surgeon, a man who has spent his life saving lives. After an attack on his family, Paul embarks on his own mission for justice.",USA,N/A,18%,31,6.4,"46,673",tt1137450,movie,"$13,025,000",MGM
tt1213641,108575,First Man,2018,12 Oct 2018,141 min,"Biography, Drama, History",Damien Chazelle,"Josh Singer (screenplay by), James R. Hansen (based on the book by)","Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler","A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.","USA, Japan",N/A,87%,84,7.4,"100,721",tt1213641,movie,N/A,Universal Pictures
tt1226837,26269,Beautiful Boy,2018,25 Oct 2018,120 min,"Biography, Drama",Felix van Groeningen,"Luke Davies (screenplay by), Felix van Groeningen (screenplay by), David Sheff (based on the book ""Beautiful Boy"" by), Nic Sheff (based on the book ""Tweak"" by)","Steve Carell, Maura Tierney, Jack Dylan Grazer, Oakley Bull","Based on the best-selling pair of memoirs from father and son David and Nic Sheff, Beautiful Boy chronicles the heartbreaking and inspiring experience of survival, relapse, and recovery in a family coping with addiction over many years.",USA,N/A,69%,62,7.3,"25,711",tt1226837,movie,N/A,Amazon Studios
tt1235187,997,Where Hands Touch,2018,14 Sep 2018,122 min,"Drama, Romance, War",Amma Asante,Amma Asante,"Abbie Cornish, Tom Goodman-Hill, Amandla Stenberg, George MacKay",A rites of passage story of a bi-racial teen struggling for survival in Nazi Germany.,UK,N/A,43%,45,5.5,963,tt1235187,movie,N/A,Vertical Entertainment
tt1255919,11236,Holmes & Watson,2018,25 Dec 2018,90 min,"Adventure, Comedy, Crime, Mystery",Etan Cohen,"Etan Cohen, Arthur Conan Doyle (Sherlock Holmes and Dr. Watson were created by the late)","Ralph Fiennes, Kelly Macdonald, Will Ferrell, Rebecca Hall",A humorous take on Sir Arthur Conan Doyle's classic mysteries featuring Sherlock Holmes and Doctor Watson.,USA,N/A,10%,24,3.4,"8,040",tt1255919,movie,N/A,Columbia Pictures
tt1259528,66361,Den of Thieves,2018,19 Jan 2018,140 min,"Action, Crime, Drama, Mystery, Thriller",Christian Gudegast,"Christian Gudegast (screenplay by), Christian Gudegast (story by), Paul Scheuring (story by)","Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr., 50 Cent",A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,USA,N/A,49/100,49,7.0,"65,737",tt1259528,movie,"$44,680,327",STX Entertainment
tt1270797,250493,Venom,2018,05 Oct 2018,112 min,"Action, Sci-Fi, Thriller",Ruben Fleischer,"Jeff Pinkner (screenplay by), Scott Rosenberg (screenplay by), Kelly Marcel (screenplay by), Jeff Pinkner (screen story by), Scott Rosenberg (screen story by), Todd McFarlane (Marvel's Venom Character created by), David Michelinie (Marvel's Venom Character created by)","Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze","A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.","China, USA",N/A,35/100,35,6.8,"245,745",tt1270797,movie,N/A,Vis
tt1273221,2099,London Fields,2018,26 Oct 2018,118 min,"Crime, Mystery, Thriller",Mathew Cullen,"Roberta Hanley (screenplay by), Martin Amis (screenplay by), Martin Amis (based on the book by)","Gemma Chan, Amber Heard, Cara Delevingne, Jaimie Alexander",Clairvoyant femme fatale Nicola Six has been living with a dark premonition of her impending death by murder. She begins a tangled love affair with three uniquely different men: one of whom she knows will be her murderer.,"UK, USA",N/A,0%,16,4.4,"1,654",tt1273221,movie,N/A,20th Century Fox
tt1285009,20671,The Strangers: Prey at Night,2018,09 Mar 2018,85 min,Horror,Johannes Roberts,"Bryan Bertino, Ben Ketai","Christina Hendricks, Martin Henderson, Bailee Madison, Lewis Pullman",A family of four staying at a secluded mobile home park for the night are stalked and then hunted by three masked psychopaths.,"UK, USA",N/A,39%,48,5.2,"20,535",tt1285009,movie,N/A,Aviron Pictures
tt1289403,20691,The Guernsey Literary and Potato Peel Pie Society,2018,10 Aug 2018,124 min,"Drama, History, Romance",Mike Newell,"Don Roos (screenplay by), Kevin Hood (screenplay by), Thomas Bezucha (screenplay), Mary Ann Shaffer (based on the novel by), Annie Barrows (based on the novel by)","Jessica Brown Findlay, Tom Courtenay, Michiel Huisman, Katherine Parkinson","In the aftermath of World War II, a writer forms an unexpected bond with the residents of Guernsey Island when she decides to write a book about their experiences during the war.","UK, France, USA",N/A,81%,65,7.4,"19,824",tt1289403,movie,N/A,Netflix
tt1308728,15427,The Happytime Murders,2018,24 Aug 2018,91 min,"Action, Comedy, Crime, Mystery, Thriller",Brian Henson,"Todd Berger (screenplay by), Todd Berger (story by), Dee Austin Robertson (story by)","Melissa McCarthy, Elizabeth Banks, Maya Rudolph, Leslie David Baker","When the puppet cast of a '90s children's TV show begin to get murdered one by one, a disgraced LAPD detective-turned-private eye puppet takes on the case.","China, USA",N/A,23%,27,5.3,"14,829",tt1308728,movie,N/A,STXfilms
tt1318517,6209,The Man Who Killed Don Quixote,2018,10 Apr 2019,132 min,"Adventure, Comedy, Drama, Fantasy",Terry Gilliam,"Terry Gilliam, Tony Grisoni","José Luis Ferrer, Ismael Fritschi, Juan López-Tagle, Adam Driver","Toby, a disillusioned film director, becomes pulled into a world of time jumping fantasy when a Spanish cobbler believes him to be Sancho Panza. He gradually becomes unable to tell dreams from reality.","Spain, Belgium, France, Portugal, UK",N/A,63%,56,6.5,"5,964",tt1318517,movie,N/A,Screen Media Films
tt1365519,156959,Tomb Raider,2018,16 Mar 2018,119 min,"Action, Adventure, Fantasy, Thriller",Roar Uthaug,"Geneva Robertson-Dworet (screenplay by), Alastair Siddons (screenplay by), Evan Daugherty (story by), Geneva Robertson-Dworet (story by)","Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu","Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father disappeared.","UK, USA",N/A,51%,48,6.3,"156,201",tt1365519,movie,N/A,Warner Bros. Pictures
tt1413492,47642,12 Strong,2018,19 Jan 2018,130 min,"Action, Drama, History, War",Nicolai Fuglsig,"Ted Tally, Peter Craig, Doug Stanton (based on the book,  ""Horse Soldiers"" by)","Chris Hemsworth, Michael Shannon, Michael Peña, Navid Negahban","12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban.",USA,N/A,52%,54,6.6,"47,116",tt1413492,movie,N/A,Warner Bros. Pictures
tt1464763,24509,Mute,2018,23 Feb 2018,126 min,"Mystery, Sci-Fi, Thriller",Duncan Jones,"Michael Robert Johnson (screenplay by), Duncan Jones (screenplay by), Duncan Jones (story by)","Levi Eisenblätter, Rosie Shaw, Eugen Bauder, Livia Matthes",A mute bartender goes up against his city's gangsters in an effort to find out what happened to his missing partner.,"UK, Germany",N/A,19%,35,5.4,"24,326",tt1464763,movie,N/A,Netflix
tt1477834,209310,Aquaman,2018,21 Dec 2018,143 min,"Action, Adventure, Fantasy, Sci-Fi",James Wan,"David Leslie Johnson-McGoldrick (screenplay by), Will Beall (screenplay by), Geoff Johns (story by), James Wan (story by), Will Beall (story by), Mort Weisinger (Aquaman created by), Paul Norris (Aquaman created by)","Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson","Arthur Curry, the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land.","Australia, USA",N/A,65%,55,7.2,"208,461",tt1477834,movie,N/A,Warner Bros. Pictures
tt1502407,81269,Halloween,2018,19 Oct 2018,106 min,"Horror, Thriller",David Gordon Green,"John Carpenter (based on characters created by), Debra Hill (based on characters created by), Jeff Fradley, Danny McBride, David Gordon Green","Jamie Lee Curtis, Judy Greer, Andi Matichak, James Jude Courtney","Laurie Strode confronts her long-time foe Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",USA,N/A,67/100,67,6.7,"79,287",tt1502407,movie,N/A,The Weinstein Company
tt1517451,222962,A Star Is Born,2018,05 Oct 2018,136 min,"Drama, Music, Romance",Bradley Cooper,"Eric Roth (screenplay by), Bradley Cooper (screenplay by), Will Fetters (screenplay by), Moss Hart (based on the 1954 screenplay by), John Gregory Dunne (based on the 1976 screenplay by), Joan Didion (based on the 1976 screenplay by), Frank Pierson (based on the 1976 screenplay by), William A. Wellman (based on a story by), Robert Carson (based on a story by)","Lady Gaga, Bradley Cooper, Sam Elliott, Andrew Dice Clay",A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,USA,1 nomination.,89%,88,7.8,"222,511",tt1517451,movie,N/A,Warner Bros. Pictures
tt1563742,23091,Overboard,2018,04 May 2018,112 min,"Comedy, Romance",Rob Greenberg,"Bob Fisher (screenplay by), Rob Greenberg (screenplay by), Leslie Dixon (screenplay by), Leslie Dixon (story by)","Eugenio Derbez, Anna Faris, Eva Longoria, John Hannah","After a spoiled, wealthy yacht owner is thrown overboard and loses his memory, a mistreated employee convinces him that he is her working-class husband.",USA,N/A,24%,42,5.9,"22,551",tt1563742,movie,N/A,Pantelion Films
tt1571234,54469,Mortal Engines,2018,14 Dec 2018,128 min,"Action, Adventure, Fantasy, Sci-Fi, Thriller",Christian Rivers,"Fran Walsh (screenplay by), Philippa Boyens (screenplay by), Peter Jackson (screenplay by), Philip Reeve (based on the book by)","Hera Hilmar, Robert Sheehan, Hugo Weaving, Jihae","In a post-apocalyptic world where cities ride on wheels and consume each other to survive, two people meet in London and try to stop a conspiracy.","New Zealand, USA",N/A,26%,44,6.2,"54,222",tt1571234,movie,N/A,Universal Pictures
tt1590193,79521,The Commuter,2018,12 Jan 2018,105 min,"Action, Mystery, Thriller",Jaume Collet-Serra,"Byron Willinger (story by), Philip de Blasi (story by), Byron Willinger (screenplay by), Philip de Blasi (screenplay by), Ryan Engle (screenplay by)","Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks",An Insurance Salesman/Ex-Cop is caught up in a criminal conspiracy during his daily commute home.,"France, USA",N/A,57%,56,6.3,"79,478",tt1590193,movie,"$36,241,300",Lionsgate
tt1620680,33706,A Wrinkle in Time,2018,09 Mar 2018,109 min,"Adventure, Family, Fantasy, Sci-Fi",Ava DuVernay,"Jennifer Lee (screenplay by), Jeff Stockwell (screenplay by), Madeleine L'Engle (based upon the novel by)","Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling","After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",USA,1 win.,53/100,53,4.2,"32,982",tt1620680,movie,N/A,N/A
tt1677720,288853,Ready Player One,2018,29 Mar 2018,140 min,"Action, Adventure, Sci-Fi",Steven Spielberg,"Zak Penn (screenplay by), Ernest Cline (screenplay by), Ernest Cline (based on the novel by)","Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe","When the creator of a virtual reality world called the OASIS dies, he releases a video in which he challenges all OASIS users to find his Easter Egg, which will give the finder his fortune.",USA,N/A,72%,64,7.5,"285,173",tt1677720,movie,N/A,Warner Bros. Pictures
tt1682886,576,Been So Long,2018,26 Oct 2018,100 min,"Drama, Musical, Romance",Tinge Krishnan,Che Walker (screenplay),"Michaela Coel, Mya Lewis, Arinzé Kene, George MacKay","A dedicated single mother who, on an unusual night on the town, is charmed by a handsome yet troubled stranger.",N/A,N/A,100%,74,5.4,566,tt1682886,movie,N/A,Netflix
tt1690967,1451,Come Sunday,2018,13 Apr 2018,106 min,Drama,Joshua Marston,"Marcus Hinchey, Russell Cobb (based on a radio story from WBEZ's This American Life,  reported by), Alex Blumberg (based on a radio story from WBEZ's This American Life,  produced by)","Chiwetel Ejiofor, Gerard Catus, Allie McCulloch, LaKeith Stanfield",Evangelist Carlton Pearson is ostracized by his church for preaching that there is no Hell.,USA,N/A,67%,65,5.9,"1,440",tt1690967,movie,N/A,Netflix
tt1727824,309721,Bohemian Rhapsody,2018,02 Nov 2018,134 min,"Biography, Drama, Music",Bryan Singer,"Anthony McCarten (story by), Peter Morgan (story by), Anthony McCarten (screenplay by)","Rami Malek, Lucy Boynton, Gwilym Lee, Ben Hardy","The story of the legendary rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).","UK, USA",N/A,61%,49,8.1,"271,569",tt1727824,movie,N/A,20th Century Fox
tt1773753,3883,Mara,2018,07 Sep 2018,98 min,"Crime, Horror, Thriller",Clive Tonge,"Jonathan Frank (screenplay), Jonathan Frank (story), Clive Tonge (story)","Olga Kurylenko, Craig Conway, Javier Botet, Rosie Fellner","Criminal psychologist Kate Fuller is assigned to the murder of a man who has seemingly been strangled in his sleep by his wife and the only witness is their eight-year-old daughter, Sophie....",UK,N/A,32/100,32,5.1,"3,692",tt1773753,movie,N/A,N/A
tt1799516,2605,Benji,2018,16 Mar 2018,87 min,"Crime, Drama, Family",Brandon Camp,"Brandon Camp (written for screen by), Joe Camp (based on the 1974 motion picture written by)","Gabriel Bateman, Darby Camp, Kiele Sanchez, Gralen Bryant Banks","Two school kids strike up a friendship with an orphaned puppy named Benji. When danger befalls them and they end up kidnapped by robbers who are in over their heads, Benji and his scruffy sidekick come to the rescue.","United Arab Emirates, USA",N/A,53/100,53,6.4,"2,579",tt1799516,movie,N/A,N/A
tt1801552,9372,Gotti,2018,15 Jun 2018,112 min,"Biography, Crime, Drama",Kevin Connolly,"Leo Rossi, Lem Dobbs","John Travolta, Spencer Rocco Lofranco, Kelly Preston, Pruitt Taylor Vince",The story of crime boss John Gotti and his son.,"Canada, USA",N/A,0%,24,4.8,"9,345",tt1801552,movie,N/A,Vertical Entertainment
tt1825683,483972,Black Panther,2018,16 Feb 2018,134 min,"Action, Adventure, Sci-Fi",Ryan Coogler,"Ryan Coogler, Joe Robert Cole, Stan Lee (based on the Marvel comics by), Jack Kirby (based on the Marvel Comics by)","Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira","T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",USA,14 nominations.,97%,88,7.3,"469,075",tt1825683,movie,"$501,105,037",Marvel Studios
tt1846589,29143,Hunter Killer,2018,26 Oct 2018,122 min,"Action, Thriller",Donovan Marsh,"Arne Schmidt (screenplay by), Jamie Moss (screenplay by), George Wallace (based on the novel ""Firing Point"" written by), Don Keith (based on the novel ""Firing Point"" written by)","Ethan Baird, Jacob Scipio, Dempsey Bovell, Corey Johnson","An untested American submarine captain teams with U.S. Navy Seals to rescue the Russian president, who has been kidnapped by a rogue general.","UK, China, USA",N/A,36%,43,6.6,"26,091",tt1846589,movie,N/A,Summit Premiere
tt1977094,606,Beyond White Space,2018,14 Dec 2018,93 min,"Sci-Fi, Thriller",Ken Locsmandi,"Ryan Colucci, Clay McLeod Chapman","Holt McCallany, Zulay Henao, Dave Sheridan, James Devoti","2150 A.D. The Essex, a deep space fishing vessel for industry giant, AmberCorp, is ready to make its final harvest of the season. The ship brushes with a rare creature, mammoth in size and ...","USA, Hungary",N/A,,N/A,4.6,583,tt1977094,movie,N/A,Vertical Entertainment
tt1999890,7764,Hell Fest,2018,28 Sep 2018,89 min,Horror,Gregory Plotkin,"Seth M. Sherwood (screenplay by), Blair Butler (screenplay by), William Penick (story by), Christopher Sey (story by), Akela Cooper (screenplay by)","Cynthea Mercado, Stephen Conroy, Amy Forsyth, Bex Taylor-Klaus","A masked serial killer turns a horror-themed amusement park into his own personal playground, terrorizing a group of friends while the rest of the patrons believe that it is all part of the show.",USA,N/A,39%,26,5.5,"7,580",tt1999890,movie,N/A,Tucker Tooley Entertainment
tt2011311,15548,The Outsider,2018,09 Mar 2018,120 min,"Crime, Drama, Thriller",Martin Zandvliet,Andrew Baldwin,"Jared Leto, Tadanobu Asano, Kippei Shîna, Shioli Kutsuna",An epic set in post-WWII Japan and centered on an American former G.I. who joins the yakuza.,USA,N/A,17%,30,6.3,"15,412",tt2011311,movie,N/A,Netflix
tt2018069,3580,Our House,2018,27 Jul 2018,90 min,"Drama, Horror, Thriller",Anthony Scott Burns,"Nathan Parker (screenplay by), Matt Osterman (based on the original motion picture ""Ghost from the Machine"" by)","John Ralston, Thomas Mann, Percy Hynes White, Lucius Hoyos","A young genius accidentally invents a device that amplifies the paranormal activity within his family's house, possibly bringing back the spirits of loved ones, and unleashing things far worse.","Canada, Germany, USA",N/A,52%,45,5.3,"3,557",tt2018069,movie,N/A,IFC Midnight
tt2034176,686,Redcon-1,2018,01 Sep 2018,115 min,"Action, Horror, Thriller",Chee Keong Cheung,"Chee Keong Cheung, Steve Horvath, Mark Strange","Oris Erhuero, Carlos Gallardo, Mark Strange, Katarina Leigh Waters",A squad of eight Special Forces soldiers are assigned a suicide mission to rescue a scientist from a city ruled by the undead.,UK,N/A,30%,N/A,4.8,572,tt2034176,movie,N/A,N/A
tt2043993,561,No Sleep 'Til Christmas,2018,10 Dec 2018,90 min,"Comedy, Romance",Phil Traill,"Steve Smith, Phil Traill","Odette Annable, Jess Salgueiro, Brittany Bristow, Charles Michael Davis",A bartender and a businesswoman find they only have one thing in common; insomnia.,USA,N/A,,N/A,7.0,546,tt2043993,movie,N/A,N/A
tt2069797,4067,Delirium,2018,22 May 2018,96 min,"Horror, Thriller",Dennis Iliadis,Adam Alleca,"Topher Grace, Patricia Clarkson, Genesis Rodriguez, Callan Mulvey","A man recently released from a mental institute inherits a mansion after his wealthy parents die. After a series of disturbing events, he comes to believe it is haunted.",USA,N/A,,N/A,5.7,"4,020",tt2069797,movie,N/A,Appian Way Productions
tt2119543,29936,The House with a Clock in Its Walls,2018,21 Sep 2018,105 min,"Comedy, Family, Fantasy, Horror, Mystery, Sci-Fi, Thriller",Eli Roth,"Eric Kripke (screenplay by), John Bellairs (based on the novel by)","Jack Black, Cate Blanchett, Owen Vaccaro, Kyle MacLachlan",A young orphan named Lewis Barnavelt aids his magical uncle in locating a clock with the power to bring about the end of the world.,"USA, Canada, India",N/A,67%,57,6.1,"29,390",tt2119543,movie,N/A,Universal Pictures
tt2126357,8997,Second Act,2018,21 Dec 2018,103 min,"Comedy, Drama, Romance",Peter Segal,"Justin Zackham, Elaine Goldsmith-Thomas","Jennifer Lopez, Vanessa Hudgens, Leah Remini, Treat Williams",A big box store worker reinvents her life and her life-story and shows Madison Avenue what street smarts can do.,USA,N/A,46/100,46,5.8,"8,948",tt2126357,movie,N/A,STXfilms
tt2140629,4001,Arizona,2018,24 Aug 2018,85 min,"Comedy, Thriller",Jonathan Watson,Luke Del Tredici,"Danny McBride, Rosemarie DeWitt, Lolli Sorenson, Luke Wilson","Set in the midst of the 2009 housing crisis, this darkly comedic story follows Cassie Fowler, a single mom and struggling realtor whose life goes off the rails when she witnesses a murder.",USA,N/A,40%,41,5.7,"3,841",tt2140629,movie,N/A,RLJ Entertainment
tt2160105,4458,I Still See You,2018,12 Oct 2018,98 min,"Fantasy, Thriller",Scott Speer,"Jason Fuchs (screenplay by), Daniel Waters (based on the novel ""Break My Heart One Thousand Times"" by)","Bella Thorne, Richard Harmon, Dermot Mulroney, Amy Price-Francis",Set ten years after an apocalyptic event that killed millions and left the world inhabited by ghosts.,USA,N/A,18%,31,5.7,"4,460",tt2160105,movie,N/A,Lionsgate
tt2231461,110312,Rampage,2018,13 Apr 2018,107 min,"Action, Adventure, Sci-Fi",Brad Peyton,"Ryan Engle (screenplay by), Carlton Cuse (screenplay by), Ryan J. Condal (screenplay by), Adam Sztykiel (screenplay by), Ryan Engle (story by)","Dwayne Johnson, Naomie Harris, Malin Akerman, Jeffrey Dean Morgan","When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.",USA,N/A,51%,45,6.1,"109,140",tt2231461,movie,N/A,Warner Bros. Pictures
tt2237324,3255,Bent,2018,09 Mar 2018,96 min,"Crime, Thriller",Bobby Moresco,"Bobby Moresco (screenplay by), Joseph P. O'Donnell (based on the characters in the Gallagher novels created by)","Karl Urban, Sofía Vergara, Andy Garcia, John Finn","On his latest private investigation, a shamed former cop connects a murder case to a government conspiracy involving rogue agents from a top spy agency.","Spain, USA",N/A,,N/A,5.4,"3,244",tt2237324,movie,N/A,Lionsgate Premiere
tt2243900,1381,Trouble Is My Business,2018,03 Apr 2018,116 min,"Action, Adventure, Crime, Mystery, Thriller",Tom Konkle,"Tom Konkle, Brittney Powell","Vernon Wells, Tom Konkle, Brittney Powell, Jana Banker",Detective Roland Drake falls for two sisters from the Montemar family. One woman is dead and the other wants to kill him.,USA,N/A,,N/A,6.1,"1,371",tt2243900,movie,N/A,N/A
tt2296777,7531,Sherlock Gnomes,2018,23 Mar 2018,86 min,"Animation, Adventure, Comedy, Family, Fantasy, Mystery, Romance",John Stevenson,"Ben Zazove (screenplay by), Andy Riley (story by), Kevin Cecil (story by), Emily Cook (story by), Kathy Greenberg (story by), Rob Sprackling (based on characters by), Johnny Smith (based on characters by), Andy Riley (based on characters by), Kevin Cecil (based on characters by), Kelly Asbury (based on characters by), Steve Hamilton Shaw","Kelly Asbury, Mary J. Blige, Emily Blunt, Julio Bonet","Garden gnomes, Gnomeo & Juliet, recruit renowned detective Sherlock Gnomes to investigate the mysterious disappearance of other garden ornaments.","UK, USA",N/A,27%,36,5.1,"7,490",tt2296777,movie,N/A,Paramount Pictures
tt2315596,6443,Galveston,2018,19 Oct 2018,91 min,"Action, Crime, Drama, Thriller",Mélanie Laurent,"Nic Pizzolatto, Nic Pizzolatto (based upon the novel by)","Ben Foster, Jeffrey Grover, Christopher Amitrano, Mark Hicks","After escaping a set up, a dying hitman returns to his hometown of Galveston where he plans his revenge.",USA,1 nomination.,70%,57,6.2,"6,070",tt2315596,movie,N/A,RLJE Films
tt2316479,1190,Blue Iguana,2018,24 Aug 2018,100 min,"Action, Comedy, Romance, Thriller",Hadi Hajaig,Hadi Hajaig,"Sam Rockwell, Phoebe Fox, Ben Schwartz, Peter Ferdinando","Ex-jailbirds Eddie and Paul are on parole and working in a New York diner. Their lives are a dead end. That is, until English lawyer Katherine Rookwood walks into the diner with an offer they can't refuse.",UK,N/A,36%,30,5.4,"1,168",tt2316479,movie,N/A,Screen Media Films
tt2328900,18932,Mary Queen of Scots,2018,21 Dec 2018,124 min,"Biography, Drama, History",Josie Rourke,"Beau Willimon (screenplay by), John Guy (based on the book ""Queen of Scots: The True Life of Mary Stuart"" by)","Angela Bain, Richard Cant, Guy Rhys, Thom Petty","Mary Stuart's attempt to overthrow her cousin Elizabeth I, Queen of England, finds her condemned to years of imprisonment before facing execution.","UK, USA",N/A,60/100,60,6.3,"17,542",tt2328900,movie,N/A,Metrodome
tt2368254,7603,A Private War,2018,16 Nov 2018,110 min,"Biography, Drama, War",Matthew Heineman,"Marie Brenner (based on the Vanity Fair article ""Marie Colvin's Private War"" by), Arash Amel","Rosamund Pike, Greg Wise, Alexandra Moen, Tom Hollander","One of the most celebrated war correspondents of our time, Marie Colvin is an utterly fearless and rebellious spirit, driven to the frontline of conflicts across the globe to give voice to the voiceless.","UK, USA",N/A,89%,75,6.7,"6,999",tt2368254,movie,N/A,Aviron Pictures
tt2372251,7691,Down a Dark Hall,2018,17 Aug 2018,96 min,"Drama, Fantasy, Horror, Thriller",Rodrigo Cortés,"Michael Goldbach (screenplay by), Chris Sparling (screenplay by), Lois Duncan (based on the novel by)","AnnaSophia Robb, Uma Thurman, Isabelle Fuhrman, Victoria Moroles","A troubled teen named Kit Gordy is forced to join the exclusive Blackwood Boarding School, just to find herself trapped by dark forces around its mysterious headmistress, Madame Duret.","Spain, USA",N/A,50%,56,5.2,"7,389",tt2372251,movie,N/A,Summit Entertainment
