ID,Votes,Title,Year,Released,Runtime,Genre,Director,Writer,Actors,Plot,Country,Awards,RT_Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,BoxOffice,Production
tt4971344,25148,The Sisters Brothers,2018,19 Oct 2018,122 min,"Adventure, Comedy, Crime, Drama, Western",Jacques Audiard,"Jacques Audiard (screenplay by), Thomas Bidegain (screenplay by), Patrick DeWitt (based on the book by)","John C. Reilly, Joaquin Phoenix, Jake Gyllenhaal, Riz Ahmed","In 1850s Oregon, a gold prospector is chased by the infamous duo of assassins, the Sisters brothers.","France, Spain, Romania, Belgium, USA",N/A,86%,78,7.0,"24,463",tt4971344,movie,N/A,Annapurna Pictures
tt4971408,3718,Await Further Instructions,2018,05 Oct 2018,91 min,"Horror, Mystery, Sci-Fi",Johnny Kevorkian,Gavin Williams,"Sam Gittins, Neerja Naik, Abigail Cruttenden, David Bradley",A family's Christmas takes a strange turn when they awake to find themselves trapped inside and begin receiving mysterious instructions through the television.,UK,N/A,80%,N/A,4.9,"2,923",tt4971408,movie,N/A,Dark Sky Films
tt4976192,4539,211,2018,08 Jun 2018,86 min,"Action, Crime, Drama",York Alec Shackleton,"York Alec Shackleton (based on a screenplay by), John Rebus (screenplay by)","Nicolas Cage, Sophie Skelton, Michael Rainey Jr., Dwayne Cameron","While on a routine patrol, an aging cop, his partner and their ride-along get caught in a standoff with a band of former mercenaries robbing a bank.","USA, Bulgaria",N/A,5%,21,4.4,"4,294",tt4976192,movie,N/A,Momentum Pictures
tt4986098,23160,The Titan,2018,30 Mar 2018,97 min,"Drama, Mystery, Romance, Sci-Fi, Thriller",Lennart Ruff,"Max Hurwitz (screenplay by), Arash Amel (story by)","Sam Worthington, Taylor Schilling, Tom Wilkinson, Agyness Deyn",A military family takes part in a ground-breaking experiment of genetic evolution and space exploration.,"UK, Spain, USA, Germany",N/A,19%,33,4.8,"22,905",tt4986098,movie,N/A,Netflix
tt4991112,656,They Remain,2018,28 Jan 2018,102 min,Thriller,Philip Gelatt,"Laird Barron (short story ""--30--""), Philip Gelatt","Rebecca Henderson, William Jackson Harper",Two scientists who share a romantic history are tasked with investigating unnatural animal behaviour on the site of a Manson Family-style cult's compound.,USA,N/A,57%,49,4.2,646,tt4991112,movie,N/A,Paladin Film
tt5001754,22090,Braven,2018,02 Feb 2018,94 min,"Action, Drama",Lin Oeding,"Thomas Pa'a Sibbett (screenplay by), Michael Nilon (story by), Thomas Pa'a Sibbett (story by)","Jason Momoa, Garret Dillahunt, Jill Wagner, Stephen Lang",A logger defends his family from a group of dangerous drug runners.,Canada,N/A,75%,61,6.1,"22,095",tt5001754,movie,N/A,Saban Films and Lionsgate
tt5028340,40757,Mary Poppins Returns,2018,19 Dec 2018,130 min,"Comedy, Family, Fantasy, Musical",Rob Marshall,"David Magee (screenplay by), David Magee (screen story by), Rob Marshall (screen story by), John DeLuca (screen story by), P.L. Travers (based upon the ""Mary Poppins"" stories by)","Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer","Decades after her original visit, the magical nanny returns to help the Banks siblings and Michael's children through a difficult time in their lives.",USA,N/A,79%,66,7.2,"34,140",tt5028340,movie,N/A,Walt Disney Pictures
tt5034122,537,Cruise,2018,28 Sep 2018,90 min,"Drama, Romance",Robert Siegel,Robert Siegel,"Emily Ratajkowski, Sebastian Maniscalco, Kathrine Narducci, Spencer Boldman","Set in the 1980s, a young Italian-American from the ""wrong side of the tracks"" falls for a Jewish girl from Long Island.",USA,N/A,38%,46,5.2,519,tt5034122,movie,N/A,Vertical Entertainment
tt5052474,87716,Sicario: Day of the Soldado,2018,29 Jun 2018,122 min,"Action, Crime, Drama, Thriller",Stefano Sollima,Taylor Sheridan,"Benicio Del Toro, Josh Brolin, Isabela Moner, Jeffrey Donovan","The drug war on the U.S.-Mexico border has escalated as the cartels have begun trafficking terrorists across the US border. To fight the war, federal agent Matt Graver re-teams with the mercurial Alejandro.",USA,N/A,63%,61,7.1,"86,177",tt5052474,movie,N/A,Columbia Pictures
tt5057140,25290,Hold the Dark,2018,28 Sep 2018,125 min,"Adventure, Drama, Horror, Mystery, Thriller",Jeremy Saulnier,"Macon Blair (screenplay by), William Giraldi (based on the book by)","Beckam Crawford, Riley Keough, Jeffrey Wright, Michael Tayles","After the deaths of three children suspected to be killed by wolves, writer Russell Core is hired by the parents of a missing six-year-old boy to track down and locate their son in the Alaskan wilderness.",USA,N/A,71%,63,5.6,"25,273",tt5057140,movie,N/A,Netflix
tt5060166,2493,Beyond the Woods,2018,05 Feb 2018,84 min,Horror,Sean Breathnach,"Sean Breathnach, Sean Breathnach","Ruth Hayes, John Ryan Howard, Irene Kelleher, Mark Lawrence",A gathering of friends is thrown into chaos by the opening of a mysterious fiery sinkhole near their secluded holiday home.,Ireland,N/A,,N/A,5.8,"2,485",tt5060166,movie,N/A,N/A
tt5075662,3618,The Isle,2018,09 Feb 2019,96 min,"Fantasy, History, Thriller",Matthew Butler-Hart,"Matthew Butler-Hart, Tori Butler-Hart","Conleth Hill, Alex Hassell, Tori Butler-Hart, Fisayo Akinade","Set in 1846 on a remote island off the west coast of Scotland, a heavy storm causes a merchant ship to sink. The film opens with its three survivors rowing through a thick early morning ...",UK,N/A,,N/A,6.2,"3,542",tt5075662,movie,N/A,Brainstorm Media
tt5080556,15547,2.0,2018,29 Nov 2018,148 min,"Action, Sci-Fi, Thriller",S. Shankar,"Jayamohan (tamil dialogue), Lakshmi Saravanakumar (additional tamil dialogue), S. Shankar, Abbas Tyrewala (hindi dialogue)","Rajinikanth, Akshay Kumar, Amy Jackson, Adil Hussain",Dr Vaseegaran (Rajinikanth) and his android assistant Nila (Amy Jackson) are called in for help after mobiles start mysteriously flying out of the hands of people in Chennai. Vaseegaran summons his trusted robot Chitti (Rajinikanth) to ward off the bird-shaped supernatural powers of Pakshirajan (Akshay Kumar).,India,N/A,69%,N/A,7.0,"15,408",tt5080556,movie,N/A,Lyca Productions
tt5083738,97724,The Favourite,2018,21 Dec 2018,119 min,"Biography, Comedy, Drama, History",Yorgos Lanthimos,"Deborah Davis, Tony McNamara","Olivia Colman, Rachel Weisz, Emma Delves, Faye Daveney","In early 18th century England, a frail Queen Anne occupies the throne and her close friend, Lady Sarah, governs the country in her stead. When a new servant, Abigail, arrives, her charm endears her to Sarah.","Ireland, UK, USA",N/A,93%,90,7.7,"97,364",tt5083738,movie,N/A,"Fox Searchlight Pictures, Film4 and Waypoint"
tt5085924,7906,Wildling,2018,13 Apr 2018,92 min,"Drama, Fantasy, Horror, Thriller",Fritz Böhm,"Fritz Böhm, Florian Eder","Liv Tyler, James Le Gros, Brad Dourif, Bel Powley",A blossoming teenager uncovers the dark secret behind her traumatic childhood.,USA,N/A,68%,58,5.5,"7,601",tt5085924,movie,N/A,IFC Midnight
tt5092380,3024,Just a Breath Away,2018,04 Apr 2018,89 min,Sci-Fi,Daniel Roby,"Guillaume Lemans (screenplay), Jimmy Bemon (screenplay), Mathieu Delozier (screenplay)","Romain Duris, Olga Kurylenko, Fantine Harduin, Michel Robin",A family attempts to survive a massive catastrophe in Paris.,"France, Canada",N/A,,N/A,5.9,"2,976",tt5092380,movie,N/A,N/A
tt5095030,211826,Ant-Man and the Wasp,2018,06 Jul 2018,118 min,"Action, Adventure, Comedy, Sci-Fi",Peyton Reed,"Chris McKenna, Erik Sommers, Paul Rudd, Andrew Barrer, Gabriel Ferrari, Stan Lee (based on the Marvel Comics by), Larry Lieber (based on the Marvel Comics by), Jack Kirby (based on the Marvel Comics by)","Paul Rudd, Evangeline Lilly, Michael Peña, Walton Goggins","As Scott Lang balances being both a Super Hero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.",USA,N/A,88%,70,7.1,"204,018",tt5095030,movie,N/A,Walt Disney Pictures
tt5104604,101892,Isle of Dogs,2018,13 Apr 2018,101 min,"Animation, Adventure, Comedy, Drama, Fantasy, Sci-Fi",Wes Anderson,"Wes Anderson (story by), Roman Coppola (story by), Jason Schwartzman (story by), Kunichi Nomura (story by), Wes Anderson (screenplay by)","Bryan Cranston, Koyu Rankin, Edward Norton, Bob Balaban","Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.","Germany, USA",2 wins.,90%,82,7.9,"99,849",tt5104604,movie,N/A,Fox Searchlight Pictures
tt5113250,773,Warning Shot,2018,14 Sep 2018,90 min,"Drama, Thriller",Dustin Fairbanks,Breanne Mattson,"Tammy Blanchard, Guillermo Díaz, David Spade, Frank Whaley","A single mother and her young daughter struggle to make ends meet until they inherit their family's farmhouse. When a business rival covets their water rights, the situation spirals out of control.",USA,N/A,,N/A,5.3,773,tt5113250,movie,N/A,Seafoam Pictures
tt5117670,26555,Peter Rabbit,2018,09 Feb 2018,95 min,"Animation, Adventure, Comedy, Family, Fantasy",Will Gluck,"Rob Lieber (screen story by), Will Gluck (screen story by), Rob Lieber (screenplay by), Will Gluck (screenplay by), Beatrix Potter (based on the characters and tales of ""Peter Rabbit"" by)","James Corden, Fayssal Bazzi, Domhnall Gleeson, Sia",Feature adaptation of Beatrix Potter's classic tale of a rebellious rabbit trying to sneak into a farmer's vegetable garden.,"USA, Australia",N/A,63%,51,6.6,"26,435",tt5117670,movie,"$84,060,376",Columbia Pictures
tt5153288,2996,Backstabbing for Beginners,2018,27 Apr 2018,108 min,"Drama, History, Romance, Thriller",Per Fly,"Per Fly (screenplay by), Daniel Pyne (screenplay by), Michael Soussan (based on the book by)","Theo James, Ben Kingsley, Jacqueline Bisset, Rossif Sutherland",A young program coordinator at the United Nations stumbles upon a conspiracy involving Iraq's oil reserves.,"Denmark, Canada, USA",N/A,39%,48,6.2,"2,929",tt5153288,movie,N/A,A24 and DIRECTV
tt5160938,3542,Lizzie,2018,14 Sep 2018,105 min,"Biography, Crime, Drama, Mystery, Thriller",Craig William Macneill,Bryce Kass,"Chloë Sevigny, Kristen Stewart, Jeff Perry, Fiona Shaw",A psychological thriller based on the infamous 1892 murders of the Borden family.,USA,1 nomination.,64%,59,5.7,"3,322",tt5160938,movie,N/A,Saban Films and Roadside Attractions
tt5164184,9069,In Darkness,2018,25 May 2018,110 min,"Mystery, Thriller",Anthony Byrne,"Anthony Byrne, Natalie Dormer (Co-Writer), Natalie Dormer","Natalie Dormer, Ed Skrein, Emily Ratajkowski, Joely Richardson",A blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into London's gritty criminal underworld.,"UK, USA",N/A,44%,59,5.8,"9,027",tt5164184,movie,N/A,Vertical Entertainment
tt5164214,134199,Ocean's Eight,2018,08 Jun 2018,110 min,"Action, Comedy, Crime, Thriller",Gary Ross,"Gary Ross (screenplay by), Olivia Milch (screenplay by), Gary Ross (story by), George Clayton Johnson (based upon characters created by), Jack Golden Russell (based upon characters created by)","Sandra Bullock, Griffin Dunne, Deidre Goodwin, Daniella Rabbani",Debbie Ocean gathers an all-female crew to attempt an impossible heist at New York City's yearly Met Gala.,USA,N/A,69%,61,6.2,"132,425",tt5164214,movie,N/A,Warner Bros. Pictures
tt5164432,77649,"Love, Simon",2018,16 Mar 2018,110 min,"Comedy, Drama, Romance",Greg Berlanti,"Elizabeth Berger (screenplay by), Isaac Aptaker (screenplay by), Becky Albertalli (based on the novel ""Simon vs. the Homo Sapiens Agenda"" by)","Nick Robinson, Jennifer Garner, Josh Duhamel, Katherine Langford","Simon Spier keeps a huge secret from his family, his friends and all of his classmates: he's gay. When that secret is threatened, Simon must face everyone and come to terms with his identity.",USA,N/A,92%,72,7.7,"76,972",tt5164432,movie,N/A,20th Century Fox
tt5177088,23628,The Girl in the Spider's Web,2018,09 Nov 2018,117 min,"Action, Crime, Drama, Thriller",Fede Alvarez,"David Lagercrantz (based on the novel by), Stieg Larsson (with characters introduced in the Millenium series by), Jay Basu (screenplay by), Fede Alvarez (screenplay by), Steven Knight (screenplay by)","Claire Foy, Beau Gadsdon, Sverrir Gudnason, LaKeith Stanfield","Young computer hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals and corrupt government officials.","Germany, Sweden, USA",N/A,40%,43,6.1,"22,501",tt5177088,movie,N/A,Columbia Pictures
tt5179598,7340,Billionaire Boys Club,2018,17 Jul 2018,108 min,"Biography, Drama, Thriller",James Cox,"James Cox, Captain Mauzner","Ansel Elgort, Kevin Spacey, Taron Egerton, Emma Roberts",A group of wealthy boys in Los Angeles during the early 1980s establish a 'get-rich-quick' scam that turns deadly.,USA,N/A,8%,30,5.6,"7,335",tt5179598,movie,N/A,Vertical Entertainment
tt5207158,6554,South Wind,2018,15 Nov 2018,130 min,Crime,Milos Avramovic,"Milos Avramovic, Petar Mihajlovic","Milos Bikovic, Miodrag Radonjic, Dragan Bjelogrlic, Nebojsa Glogovac",A young member of an underground gang in Belgrade puts himself and his family in danger when he crosses a mafia leader who works for the chief of police.,Serbia,N/A,,N/A,8.4,"6,340",tt5207158,movie,N/A,N/A
tt5208252,19166,Operation Finale,2018,29 Aug 2018,122 min,"Biography, Drama, History, Thriller",Chris Weitz,Matthew Orton,"Oscar Isaac, Ben Kingsley, Mélanie Laurent, Lior Raz",A team of secret agents set out to track down the Nazi officer who masterminded the Holocaust.,USA,N/A,60%,58,6.5,"18,462",tt5208252,movie,N/A,MGM
tt5208950,3251,Kickboxer: Retaliation,2018,26 Jan 2018,110 min,"Action, Drama",Dimitri Logothetis,"Jean-Claude Van Damme (based on characters created by), Mark DiSalle (based on characters created by), Dimitri Logothetis (screenplay by), Jim McGrath (screenplay by)","Alain Moussi, Christopher Lambert, Jean-Claude Van Damme, Mike Tyson","Right after winning a fight in Las Vegas, Kurt Sloane is stun gunned and taken to a prison in Bangkok. With mistreatment there etc., he's forced to accept fighting a 6'10"" giant for freedom and $1M - but first some intense training.",USA,N/A,92%,54,5.0,"3,220",tt5208950,movie,N/A,Well Go USA Entertainment
tt5215088,4611,A.I. Rising,2018,12 Mar 2019,85 min,"Drama, Romance, Sci-Fi",Lazar Bodroza,"Zoran Neskovic (based on stories by), Dimitrije Vojnov","Sebastian Cavazza, Stoya, Marusa Majer, Kirsty Besterman",An intimate relationship between a human and an android tests the boundaries of human nature.,Serbia,6 wins & 2 nominations.,,N/A,7.1,"1,270",tt5215088,movie,N/A,N/A
tt5216022,522,Rosy,2018,17 Jul 2018,92 min,"Comedy, Romance, Thriller",Jess Bond,Jess Bond,"Johnny Knoxville, Tony Shalhoub, Stacy Martin, Nat Wolff",A socially awkward young man kidnaps an aspiring actress with the hope that they will fall in love. A psychosexual noir that explores power dynamics between men and women.,USA,N/A,,N/A,4.7,522,tt5216022,movie,N/A,N/A
tt5220122,38979,Hotel Transylvania 3: Summer Vacation,2018,13 Jul 2018,97 min,"Animation, Adventure, Comedy, Family, Fantasy",Genndy Tartakovsky,"Genndy Tartakovsky, Michael McCullers","Adam Sandler, Andy Samberg, Selena Gomez, Kevin James","Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family.",USA,N/A,60%,54,6.3,"37,506",tt5220122,movie,N/A,Columbia Pictures / Sony Pictures Animation
tt5222768,1848,White Fang,2018,06 Jul 2018,85 min,"Animation, Adventure",Alexandre Espigares,"Jack London (original novel), Philippe Lioret (scenario,  adaptation and dialogue), Serge Frydman (scenario,  adaptation and dialogue), Dominique Monfery (scenario,  adaptation and dialogue)","Raphaël Personnaz, Virginie Efira, Dominique Pinon, Frantz Confiac",Based on the timeless novel by Jack London. A loyal wolfdog's curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.,"France, Luxembourg, USA",N/A,61/100,61,7.0,"1,692",tt5222768,movie,N/A,N/A
tt5227746,3926,Den blomstertid nu kommer,2018,20 Jun 2018,129 min,"Action, Drama, Romance, Thriller",Victor Danell,"Victor Danell, Christoffer Nordenrot","Christoffer Nordenrot, Lisa Henni, Jesper Barkselius, Pia Halvorsen","In Swedish film collective Crazy Pictures feature ""Den blomstertid nu kommer"" Sweden faces a mysterious attack while Alex tries to reunite with his youth love, Anna.",Sweden,N/A,,N/A,6.7,"3,773",tt5227746,movie,N/A,N/A
tt5246700,34957,How It Ends,2018,13 Jul 2018,113 min,"Action, Adventure, Drama, Mystery, Sci-Fi, Thriller",David M. Rosenthal,Brooks McLaren,"Theo James, Kat Graham, Nancy Sorel, Nicole Ari Parker",A desperate man tries to return home to his pregnant fiancée after a mysterious apocalyptic event turns everything to chaos.,USA,N/A,20%,36,5.0,"34,460",tt5246700,movie,N/A,Netflix
tt5254610,5776,Final Score,2018,14 Sep 2018,104 min,"Action, Drama, Thriller",Scott Mann,"Jonathan Frank, David T. Lynch, Keith Lynch","Dave Bautista, Pierce Brosnan, Aaron McCusker, Ray Stevenson","After deadly terrorists abduct his niece at a soccer match, an ex-soldier with lethal fighting skills wages a one-man war to save her and prevent mass destruction.",UK,N/A,70%,53,5.7,"5,560",tt5254610,movie,N/A,Saban Films
tt5259598,530,The Immortal Wars,2018,N/A,92 min,Action,Joe Lujan,Joe Lujan,"Eric Roberts, Tom Sizemore, Bill Oberst Jr., Shaun Gerardo",The war between Deviants and Humans has just begun.,USA,N/A,,N/A,5.1,525,tt5259598,movie,N/A,N/A
tt5267472,3251,Step Sisters,2018,19 Jan 2018,108 min,Comedy,Charles Stone III,Chuck Hayward,"Megalyn Echikunwoke, Eden Sher, Lyndon Smith, Gage Golightly","Jamilah has her whole life figured out. She's the president of her sorority, captain of their champion step dance crew, is student liaison to the college dean, and her next move is on to ...",USA,N/A,22%,N/A,5.4,"3,232",tt5267472,movie,N/A,Netflix
tt5268348,1591,Generation Wealth,2018,20 Jul 2018,105 min,Documentary,Lauren Greenfield,Lauren Greenfield,"Lauren Greenfield, Limo Bob, George W. Bush, Paris Cronin",A documentary that investigates the pathologies that have created the richest society the world has ever seen.,USA,N/A,45%,53,6.1,878,tt5268348,movie,N/A,Amazon Studios
tt5273720,570,All the Creatures Were Stirring,2018,04 Dec 2018,80 min,Horror,"David Ian McKendry, Rebekah McKendry","David Ian McKendry, Rebekah McKendry","Constance Wu, Jonathan Kite, Jocelin Donahue, Ashley Clements","When an awkward date on Christmas Eve leads a couple into a strange theater, they're treated to a bizarre and frightening collection of Christmas stories, featuring a wide ensemble of characters doing their best to avoid the horrors of the holidays. From boring office parties and last-minute shopping, to vengeful stalkers and immortal demons, there's plenty out there to fear this holiday season.",USA,N/A,86%,N/A,5.1,556,tt5273720,movie,N/A,FallBack Plan Productions
tt5291604,789,Shopnojaal,2017,N/A,N/A,"Drama, Romance",Giasuddin Selim,"Giasuddin Selim (story), Giasuddin Selim (screenplay)","Pori Moni, Misa Sawdagar, Fazlur Rahman Babu, Iresh Zaker",N/A,Bangladesh,N/A,,N/A,N/A,N/A,tt5291604,movie,N/A,N/A
tt5291792,1052,Furlough,2018,16 Mar 2018,83 min,Comedy,Laurie Collyer,Barry Strugatz,"Melissa Leo, Tessa Thompson, Edgar Ramírez, Erik Griffin","When an inmate is granted one weekend out of prison to see her dying mother, a rookie correction officer struggles to keep her under control.",USA,N/A,20%,N/A,5.8,"1,016",tt5291792,movie,N/A,IFC Films
tt5292624,552,Little Bitches,2018,23 Jan 2018,86 min,Comedy,Nick Kreiss,Nick Kreiss,"Jennette McCurdy, Kiersey Clemons, Virginia Gardner, Moises Arias",A group of friends vow to open their college acceptance letters at the same time during the big end-of-year party.,USA,N/A,,N/A,3.9,539,tt5292624,movie,N/A,Aversano Films
tt5304992,30428,Set It Up,2018,15 Jun 2018,105 min,"Comedy, Romance",Claire Scanlon,Katie Silberman,"Zoey Deutch, Glen Powell, Lucy Liu, Taye Diggs",Two corporate executive assistants hatch a plan to match-make their two bosses.,USA,N/A,91%,62,6.5,"29,613",tt5304992,movie,N/A,Netflix
tt5304996,1171,The Standoff at Sparrow Creek,2018,18 Jan 2019,88 min,"Crime, Drama, Thriller",Henry Dunham,Henry Dunham,"James Badge Dale, Brian Geraghty, Patrick Fischler, Happy Anderson",A former cop-turned-militia man investigates a shooting at a police funeral.,USA,N/A,73%,62,6.2,813,tt5304996,movie,N/A,RLJ Entertainment
tt5311542,2556,Never Look Away,2018,03 Oct 2018,188 min,"Drama, History, Thriller",Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,"Tom Schilling, Sebastian Koch, Paula Beer, Saskia Rosendahl","German artist Kurt Barnert has escaped East Germany and now lives in West Germany, but is tormented by his childhood under the Nazis and the GDR-regime.","Germany, Italy",N/A,76%,69,7.6,"2,215",tt5311542,movie,N/A,Sony Pictures Classics
tt5314190,1103,Sgt. Stubby: An American Hero,2018,13 Apr 2018,84 min,"Animation, Adventure, Family, History, War",Richard Lanni,"Richard Lanni, Mike Stokey","Logan Lerman, Helena Bonham Carter, Gérard Depardieu, Jordan Beck","The true story of a stray dog who joins his new master on the battlefields of the First World War. For his valorous actions, Sgt. Stubby is still recognized as the most decorated dog in American history.","Ireland, UK, France, Canada, USA",N/A,87%,57,6.9,"1,082",tt5314190,movie,N/A,Fun Academy Media Group
tt5322168,549,Snapshots,2018,03 Mar 2018,95 min,Drama,Melanie Mayron,"Jan Miller Corran (screenplay by), Katherine Cortez (screenplay by), Jan Miller Corran (based on a story by)","Brett Dier, Brooke Adams, Piper Laurie, Emily Baldoni","When a grandmother's secret past collides with her granddaughter's secret future and her daughter's angry present, can the love of three generations be enough to accept decades of deceit. With a simple roll of film it begins.",USA,N/A,71%,63,7.0,547,tt5322168,movie,N/A,Gravitas Ventures
tt5325684,1112,Hate Story IV,2018,09 Mar 2018,131 min,"Crime, Drama, Thriller",Vishal Pandya,"Vishal Pandya (story), Vishal Pandya (screenplay), Sameer Arora (screenplay), Milap Zaveri (dialogue), Vijei Joshi","Urvashi Rautela, Gulshan Grover, Atul Sharma, Tia Bajpai",London based Aryan and Rajveer are son of business tycoon Vikram Khurana.Aryan is handling the family business and is looking out for a new female face for his campaign.He is in love with ...,India,N/A,0%,N/A,3.4,"1,110",tt5325684,movie,N/A,T-Series Films
tt5360952,14560,The Hurricane Heist,2018,09 Mar 2018,103 min,"Action, Crime, Thriller",Rob Cohen,"Scott Windhauser (screenplay by), Jeff Dixon (screenplay by), Anthony Fingleton (story by), Carlos Davis (story by)","Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson",Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.,USA,N/A,45%,35,5.1,"14,264",tt5360952,movie,N/A,Entertainment Studios Motion Pictures
tt5360996,5338,Mary Magdalene,2018,12 Apr 2019,120 min,Drama,Garth Davis,"Helen Edmundson, Philippa Goslett","Rooney Mara, Joaquin Phoenix, Chiwetel Ejiofor, Tahar Rahim",The story of Mary Magdalene.,"UK, Australia, USA",N/A,47/100,47,5.8,"5,257",tt5360996,movie,N/A,See-Saw Films
tt5371168,3317,The Extraordinary Journey of the Fakir,2018,30 May 2018,92 min,"Comedy, Drama",Ken Scott,"Luc Bossi (screenplay), Jon Goldman (collaboration), Romain Puértolas (based on novel), Romain Puértolas (screenplay), Ken Scott (collaboration)","Dhanush, Bérénice Bejo, Erin Moriarty, Barkhad Abdi","Ajatashatru Lavash Patel has lived all his life in a small Mumbai neighborhood tricking people with street magic and fakir stunts. He sets out on a journey to find his estranged father, but instead gets dragged on a never-ending adventure.","France, USA, Belgium, Singapore, India",N/A,60%,N/A,7.0,"3,092",tt5371168,movie,N/A,Brio Films
tt5378092,1307,The Stolen Princess: Ruslan and Ludmila,2018,07 Mar 2018,85 min,"Animation, Comedy, Fantasy",Oleh Malamuzh,"Alexander Pushkin (story), Yaroslav Voytseshek","Nadezhda Dorofeeva, Aleksey Zavgorodniy, Yevhen Malukha, Serhiy Prytula","This wonderful story happened in the age of valiant knights, beautiful princesses, and battling sorcerers. Ruslan, a wandering artist dreaming to become a knight, met beautiful Mila and ...",Ukraine,N/A,,N/A,6.3,"1,285",tt5378092,movie,N/A,N/A
tt5397194,27732,Anon,2018,04 May 2018,100 min,"Sci-Fi, Thriller",Andrew Niccol,Andrew Niccol,"Clive Owen, Afiya Bennett, Morgan Allen, Jeffrey Men","In a world without anonymity or crime, a detective meets a woman who threatens their security.","Germany, USA, Canada",N/A,38%,54,6.1,"26,895",tt5397194,movie,N/A,Netflix
tt5419676,1073,Feminists: What Were They Thinking?,2018,12 Oct 2018,86 min,Documentary,Johanna Demetrakas,N/A,"Laurie Anderson, Phyllis Chesler, Judy Chicago, Funmilola Fagbamila","In 1977, a book of photographs captured an awakening - women shedding the cultural restrictions of their childhoods and embracing their full humanity. Feminists: What Were They Thinking? ...",USA,N/A,80%,N/A,6.6,988,tt5419676,movie,N/A,Netflix
tt5424228,876,"Love, Gilda",2018,21 Sep 2018,88 min,Documentary,Lisa Dapolito,N/A,"Andrew Alexander, Anne Beatts, Chevy Chase, Bill Hader","In her own words, comedienne Gilda Radner looks back and reflects on her life and career. Weaving together recently discovered audiotapes, interviews with her friends, rare home movies and ...","Canada, USA",N/A,89%,74,7.4,761,tt5424228,movie,N/A,3 Faces Films
tt5427194,2989,The Miracle Season,2018,06 Apr 2018,101 min,"Drama, Sport",Sean McNamara,"David Aaron Cohen (screenplay by), Elissa Matsueda (screenplay by), David Aaron Cohen (story by)","Helen Hunt, Erin Moriarty, William Hurt, Danika Yarosh","After the tragic death of star volleyball player Caroline ""Line"" Found, a team of dispirited high school girls must band together under the guidance of their tough-love coach in hopes of winning the state championship.",USA,N/A,50%,44,6.5,"2,878",tt5427194,movie,N/A,LD Entertainment
tt5437928,10234,Colette,2018,20 Dec 2018,111 min,"Biography, Drama, History",Wash Westmoreland,"Richard Glatzer (screenplay by), Wash Westmoreland (screenplay by), Rebecca Lenkiewicz (screenplay by), Richard Glatzer (story by)","Keira Knightley, Fiona Shaw, Dominic West, Robert Pugh","Colette is pushed by her husband to write novels under his name. Upon their success, she fights to make her talents known, challenging gender norms.","UK, USA, France, Hungary, Netherlands",N/A,74/100,74,6.8,"9,706",tt5437928,movie,N/A,N/A
tt5451118,2312,303,2018,19 Jul 2018,145 min,"Comedy, Drama, Romance",Hans Weingartner,"Hans Weingartner (screenplay), Silke Eggert (screenplay), Sergej Moya (collaboration on screenplay)","Mala Emde, Anton Spieker, Arndt Schwering-Sohnrey, Thomas Schmuckert","Two university students, Jule and Jan, leave Berlin together in an old camper on a road trip south, but for different reasons.",Germany,N/A,,N/A,7.7,"1,982",tt5451118,movie,N/A,N/A
tt5460880,5203,Ideal Home,2018,06 Jul 2018,91 min,"Comedy, Drama",Andrew Fleming,Andrew Fleming,"Steve Coogan, Paul Rudd, Jesse Luken, Evan Bittencourt",A bickering gay couple must now deal with the unexpected task of raising a ten-year-old boy.,USA,N/A,63%,62,6.4,"4,854",tt5460880,movie,N/A,Brainstorm Media
tt5461944,1084,Hotel Mumbai,2018,22 Mar 2019,123 min,"Drama, History, Thriller",Anthony Maras,"John Collee, Anthony Maras","Amandeep Singh, Suhail Nayyar, Manoj Mehra, Dinesh Kumar",The true story of the Taj Hotel terrorist attack in Mumbai. Hotel staff risk their lives to keep everyone safe as people make unthinkable sacrifices to protect themselves and their families.,"Australia, USA, India",1 win.,81%,65,7.1,728,tt5461944,movie,N/A,Bleecker Street
tt5463162,365050,Deadpool 2,2018,18 May 2018,119 min,"Action, Adventure, Comedy, Sci-Fi",David Leitch,"Rhett Reese, Paul Wernick, Ryan Reynolds","Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison","Foul-mouthed mutant mercenary Wade Wilson (AKA. Deadpool), brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg, Cable.",USA,N/A,83%,66,7.8,"359,880",tt5463162,movie,N/A,20th Century Fox
