ID,Votes
tt0074047,535
tt0074051,22
tt0074052,51
tt0074053,2628
tt0074054,117
tt0074056,6
tt0074058,377
tt0074059,24
tt0074061,149
tt0074062,3241
tt0074063,34
tt0074064,81
tt0074066,9
tt0074068,31
tt0074071,2561
tt0074072,290
tt0074074,5790
tt0074075,10
tt0074076,8
tt0074077,71
tt0074155,23
tt0074369,830
tt0074464,291
tt0075281,328
tt0075469,83
tt0075470,15
tt0075471,212
tt0075472,1977
tt0075473,1290
tt0075474,514
tt0075475,29
tt0075480,18
tt0075482,82
tt0075483,14
tt0075484,64
tt0075485,287
tt0075487,48
tt0075488,6591
tt0075489,149
tt0075490,58
tt0075492,672
tt0075493,15
tt0075494,60
tt0075495,35
tt0075496,26
tt0075497,89
tt0075498,33
tt0075500,2149
tt0075501,115
tt0075502,57
tt0075503,371
tt0075504,44
tt0075505,537
tt0075506,246
tt0075507,36
tt0075508,55
tt0075510,68
tt0075511,2355
tt0075512,970
tt0075513,1126
tt0075516,6
tt0075517,44
tt0075518,25
tt0075519,297
tt0075521,11
tt0075523,14
tt0075524,29
tt0075525,1104
tt0075527,1708
tt0075528,1454
tt0075529,7496
tt0075530,16
tt0075531,5
tt0075532,109
tt0075533,1816
tt0075535,12
tt0075536,95
tt0075537,5483
tt0075538,25
tt0075539,24
tt0075541,32
tt0075542,14
tt0075543,865
tt0075544,43
tt0075545,62
tt0075548,41
tt0075549,26
tt0075551,161
tt0075552,54
tt0075553,38
tt0075554,38
tt0075560,861
tt0075561,2212
tt0075562,39
tt0075563,116
tt0075564,17
tt0075565,16
tt0075567,319
tt0075568,1149
tt0075569,539
tt0075570,52
tt0075573,16
tt0075574,35
tt0075575,88
tt0075577,7
tt0075578,1849
tt0075579,969
tt0075581,221
tt0075582,37
tt0075583,435
tt0075584,5309
tt0075585,233
tt0075586,16
tt0075587,16
tt0075589,17
tt0075590,211
tt0075592,1243
tt0075593,28
tt0075595,66
tt0075596,10482
tt0075598,10
tt0075599,15
tt0075600,51
tt0075601,27
tt0075602,25
tt0075603,80
tt0075604,11
tt0075658,103
tt0076005,7
tt0076602,114
tt0076805,6
tt0076945,20
tt0076971,54
tt0076972,7
tt0076973,7
tt0076975,1690
tt0076976,264
tt0076977,23
tt0076979,17
tt0076980,222
tt0076982,76
tt0076983,1481
tt0076984,12258
tt0076985,42
tt0076987,2871
tt0076988,129
tt0076989,9
tt0076990,12
tt0076991,14
tt0076992,96
tt0076994,1238
tt0076995,63
tt0076996,160
tt0076998,2727
tt0077000,10177
tt0077001,71
tt0077003,8238
tt0077004,923
tt0077005,35
tt0077008,5717
tt0077009,21
tt0077011,86
tt0077012,8
tt0077013,3037
tt0077016,877
tt0077017,12
tt0077018,122
tt0077019,9
tt0077020,89
tt0077022,104
tt0077023,31
tt0077024,8
tt0077027,1532
tt0077028,9
tt0077030,12
tt0077031,10469
tt0077032,5
tt0077033,12
tt0077034,68
tt0077036,128
tt0077041,7
tt0077044,9
tt0077046,162
tt0077047,9
tt0077049,86
tt0077050,38
tt0077051,3445
tt0077053,8386
tt0077054,26
tt0077056,103
tt0077057,655
tt0077058,676
tt0077061,14
tt0077062,12
tt0077064,1506
tt0077065,305
tt0077066,454
tt0077068,12
tt0077069,278
tt0077070,68
tt0077072,13
tt0077073,14
tt0077074,12
tt0077075,18
tt0077076,176
tt0077077,19
tt0077078,561
tt0077079,5
tt0077080,67
tt0077081,6
tt0077082,111
tt0077083,190
tt0077085,34
tt0077086,66
tt0077087,56
tt0077088,85
tt0077089,10138
tt0077091,60
tt0077093,1255
tt0077094,784
tt0077096,11
tt0077097,6796
tt0077098,17
tt0077100,13
tt0077101,958
tt0077102,31
tt0077105,16
tt0077107,6
tt0077108,69
tt0077796,403
tt0077884,6
tt0078509,193
tt0078556,22
tt0078557,15
tt0078558,138
tt0078559,91
tt0078560,1147
tt0078561,281
tt0078562,782
tt0078563,53
tt0078564,1112
tt0078566,203
tt0078567,43
tt0078568,11
tt0078569,2446
tt0078570,1396
tt0078571,23
tt0078572,11
tt0078573,11
tt0078574,8
tt0078577,23
tt0078579,6476
tt0078580,17
tt0078582,52
tt0078583,11
tt0078584,15
tt0078585,90
tt0078591,93
tt0078592,91
tt0078593,632
tt0078595,14
tt0078597,110
tt0078598,27
tt0078600,377
tt0078602,37
tt0078606,12
tt0078607,9120
tt0078609,61
tt0078610,4986
tt0078611,360
tt0078612,6
tt0078613,10
tt0078615,43
tt0078618,8
tt0078619,29
tt0078620,6
tt0078622,4957
tt0078623,193
tt0078624,15
tt0078625,7
tt0078626,88
tt0078627,386
tt0078629,40
tt0078631,296
tt0078632,7
tt0078633,605
tt0078635,272
tt0078636,43
tt0078637,148
tt0078638,1968
tt0078640,13
tt0078641,204
tt0078642,13
tt0078644,903
tt0078646,10
tt0078650,95
tt0078652,76
tt0078654,37
tt0078656,8
tt0078657,1577
tt0078658,375
tt0078659,1217
tt0078662,730
tt0078664,29
tt0078665,128
tt0078667,58
tt0078668,30
tt0078669,139
tt0078670,38
tt0078671,6
tt0078675,48
tt0078676,138
tt0078677,8
tt0078679,718
tt0078680,936
tt0078681,267
tt0078682,1113
tt0078684,36
tt0078685,253
tt0078688,159
tt0078689,31
tt0078690,245
tt0078691,34
tt0078692,1030
tt0078693,26
tt0078694,28
tt0078695,13
tt0078697,146
tt0078701,577
tt0078702,30
tt0078703,1566
tt0078704,1397
tt0078705,246
tt0078707,43
tt0078709,111
tt0078711,86
tt0078712,513
tt0078713,571
tt0078714,1632
tt0078715,35
tt0078716,38
tt0078717,45
tt0079673,7
tt0079809,12
tt0079902,2962
tt0080190,29
tt0080191,124
tt0080192,103
tt0080193,36
tt0080194,107
tt0080198,204
tt0080199,18
tt0080200,492
tt0080202,2749
tt0080203,99
tt0080205,6
tt0080208,108
tt0080209,716
tt0080210,34
tt0080211,10
tt0080213,96
tt0080216,192
tt0080217,15
tt0080218,25
tt0080219,399
tt0080220,77
tt0080221,2975
tt0080222,8
tt0080224,15
tt0080225,23
tt0080226,6
tt0080227,16
tt0080229,15
tt0080231,1191
tt0080232,27
tt0080233,525
tt0080234,169
tt0080236,58
tt0080237,33
tt0080238,12
tt0080239,23
tt0080240,19169
tt0080241,10
tt0080247,14
tt0080249,685
tt0080250,7
tt0080252,13
tt0080253,1920
tt0080254,6
tt0080255,7
tt0080256,11
tt0080257,7
tt0080258,44
tt0080261,9
tt0080262,75
tt0080265,9
tt0080266,431
tt0080267,16
tt0080268,22
tt0080269,196
tt0080271,22
tt0080272,8
tt0080273,45
tt0080276,28
tt0080277,208
tt0080281,17
tt0080282,23
tt0080283,14
tt0080284,9
tt0080286,87
tt0080288,39
tt0080289,338
tt0080290,76
tt0080291,237
tt0080293,20
tt0080294,35
tt0080299,1469
tt0080300,23
tt0080301,162
tt0080304,63
tt0080305,26
tt0080306,10444
tt0080307,6
tt0080308,10
tt0080369,11
tt0080558,99
tt0080659,130
tt0080986,261
tt0081580,20
tt0081739,25
tt0081825,19
tt0081826,14
tt0081828,16
tt0081830,5
tt0081831,1071
tt0081832,184
tt0081833,25
tt0081836,177
tt0081837,294
tt0081838,790
tt0081839,26
tt0081840,88
tt0081843,112
tt0081845,81
tt0081846,30481
tt0081848,2767
tt0081849,229
tt0081851,6
tt0081852,360
tt0081854,895
tt0081856,5729
tt0081857,1730
tt0081858,2823
tt0081859,5352
tt0081860,573
tt0081861,208
tt0081862,14
tt0081863,273
tt0081865,7
tt0081866,65
tt0081869,2176
tt0081870,90
tt0081871,3858
tt0081872,138
tt0081873,6264
tt0081874,9274
tt0081875,17
tt0081877,119
tt0081878,1050
tt0081883,584
tt0081887,48
tt0081888,46
tt0081889,93
tt0081891,6
tt0081892,6
tt0081893,56
tt0081894,8
tt0081896,199
tt0081897,6
tt0081901,53
tt0081902,6
tt0081903,196
tt0081905,88
tt0081906,213
tt0081907,282
tt0081908,10
tt0081909,52
tt0081911,7
tt0081912,39972
tt0081913,78
tt0081916,258
tt0081918,190
tt0081919,336
tt0081920,74
tt0081921,40
tt0081922,7
tt0081923,21
tt0081925,1407
tt0081926,76
tt0081927,16
tt0081928,14
tt0081930,3772
tt0081931,23
tt0081933,13365
tt0081934,83
tt0081935,194
tt0081937,348
tt0081938,841
tt0081939,37
tt0081940,61
tt0081941,247
tt0081942,56
tt0081944,523
tt0081945,115
tt0081946,52
tt0081947,276
tt0081948,44
tt0081950,7
tt0081951,43
tt0081952,30
tt0081953,36
tt0081954,732
tt0081955,557
tt0081957,173
tt0081961,1013
tt0081962,6
tt0082201,61
tt0082366,7
tt0082373,6
tt0082688,34
tt0082732,1251
tt0083094,35
tt0083108,65
tt0083125,17
tt0083377,285
tt0083378,56
tt0083379,178
tt0083380,691
tt0083382,6
tt0083384,18
tt0083386,12
tt0083389,49
tt0083391,322
tt0083392,555
tt0083393,56
tt0083394,56
tt0083395,2773
tt0083397,93
tt0083398,15
tt0083399,42124
tt0083400,31
tt0083401,5
tt0083402,1026
tt0083404,49
tt0083405,10
tt0083406,21
tt0083407,59
tt0083408,11
tt0083410,241
tt0083412,2707
tt0083413,14092
tt0083414,6
tt0083415,81
tt0083416,542
tt0083417,106
tt0083418,6
tt0083419,22
tt0083420,138
tt0083421,14
tt0083422,122
tt0083423,8
tt0083424,134
tt0083425,8
tt0083426,20
tt0083427,11
tt0083428,388
tt0083429,217
tt0083430,1291
tt0083431,60
tt0083432,49
tt0083433,416
tt0083435,281
tt0083436,23
tt0083437,26284
tt0083438,367
tt0083439,11
tt0083441,3590
tt0083442,7
tt0083444,141
tt0083445,12
tt0083447,822
tt0083448,145
tt0083450,246
tt0083451,27
tt0083452,481
tt0083453,9
tt0083454,89
tt0083455,4850
tt0083457,36
tt0083458,9
tt0083459,29
tt0083460,22
tt0083461,367
tt0083463,7
tt0083464,199
tt0083466,13625
tt0083467,260
tt0083469,22
tt0083470,6330
tt0083472,11
tt0083473,324
tt0083474,1349
tt0083475,2931
tt0083476,230
tt0083478,130
tt0083479,3138
tt0083481,2430
tt0083482,869
tt0083483,3062
tt0083484,14
tt0083485,86
tt0083486,3197
tt0083488,1243
tt0083489,29
tt0083490,9
tt0083491,24
tt0083492,36
tt0083494,60
tt0083495,48
tt0083496,52
tt0083497,88
tt0083500,1156
tt0083502,208
tt0083504,127
tt0083505,12133
tt0083662,103
tt0083679,7
tt0083780,1921
tt0083948,74
tt0084064,130
tt0084278,25
tt0084966,11
tt0084967,30503
tt0084968,18
tt0084969,492
tt0084970,1118
tt0084971,1034
tt0084972,2597
tt0084973,60
tt0084974,24
tt0084976,65
tt0084977,19
tt0084978,1332
tt0084979,11
tt0084980,1270
tt0084981,52
tt0084982,63
tt0084986,6
tt0084987,2429
tt0084988,31985
tt0084989,28
tt0084990,12
tt0084991,124
tt0084992,341
tt0084994,103
tt0084996,1415
tt0084997,1360
tt0085000,19
tt0085001,13
tt0085002,32
tt0085004,53
tt0085005,141
tt0085007,81
tt0085008,108
tt0085010,93
tt0085011,3820
tt0085012,68
tt0085013,24
tt0085014,14
tt0085016,26
tt0085017,6041
tt0085020,90
tt0085024,50
tt0085025,8
tt0085027,8
tt0085028,8
tt0085029,1956
tt0085030,6
tt0085031,1168
tt0085032,1041
tt0085033,16253
tt0085035,12
tt0085036,9
tt0085038,123
tt0085040,639
tt0085041,27
tt0085042,37
tt0085043,708
tt0085045,7
tt0085046,10
tt0085047,11
tt0085048,141
tt0085049,266
tt0085050,3943
tt0085051,1361
tt0085054,20
tt0085055,103
tt0085056,61
tt0085057,24
tt0085058,652
tt0085059,33
tt0085060,565
tt0085062,72
tt0085064,18
tt0085065,355
tt0085066,6
tt0085067,67
tt0085068,6
tt0085075,3122
tt0085076,16
tt0085078,52
tt0085080,44
tt0085081,43
tt0085082,82
tt0085084,8
tt0085085,627
tt0085087,7
tt0085088,2092
tt0085090,207
tt0085091,12
tt0085092,129
tt0085093,268
tt0085094,10
tt0085096,1104
tt0085097,22
tt0085098,240
tt0085099,538
tt0085100,34
tt0085102,41
tt0085104,15
tt0085105,65
tt0085108,105
tt0085109,2291
tt0085110,280
tt0085113,212
tt0085116,162
tt0085117,6
tt0085118,21
tt0085119,19
tt0085232,16
tt0085683,18
tt0085985,17
tt0086089,189
tt0086229,212
tt0086298,227
tt0086333,2270
tt0086436,13
tt0086659,21815
tt0086660,335
tt0086661,17462
tt0086662,8478
tt0086663,529
tt0086665,2478
tt0086666,37
tt0086669,138
tt0086671,1229
tt0086674,21
tt0086675,614
tt0086677,259
tt0086678,200
tt0086680,178
tt0086681,4651
tt0086683,94
tt0086685,9
tt0086686,32
tt0086687,28799
tt0086688,27
tt0086689,363
tt0086690,423
tt0086691,450
tt0086692,361
tt0086694,16
tt0086695,21
tt0086696,224
tt0086697,48
tt0086698,124
tt0086699,82
tt0086700,20
tt0086701,37
tt0086702,195
tt0086703,193
tt0086704,470
tt0086706,19
tt0086708,758
tt0086709,43
tt0086712,73
tt0086714,250
tt0086715,11
tt0086716,23
tt0086718,221
tt0086719,4114
tt0086721,10
tt0086722,43
tt0086724,23
tt0086727,91
tt0086728,49
tt0086729,287
tt0086730,3694
tt0086731,6
tt0086733,30
tt0086734,3168
tt0086736,59
tt0086737,481
tt0086738,21
tt0086740,47
tt0086742,1388
tt0086743,190
tt0086744,641
tt0086745,11
tt0086748,25
tt0086749,92
tt0086750,116
tt0086751,14
tt0086752,6
tt0086753,41
tt0086754,13
tt0086756,1159
tt0086757,117
tt0086758,9
tt0086759,20379
tt0086760,810
tt0086763,7
tt0086764,3814
tt0086765,15658
tt0086767,2071
tt0086768,57
tt0086770,9025
tt0086771,65
tt0086772,5
tt0086773,21
tt0086775,153
tt0086776,146
tt0086781,230
tt0086783,6
tt0086785,63
tt0086787,4051
tt0086788,14
tt0086789,2004
tt0086790,32
tt0086791,3492
tt0086792,8
tt0086793,2086
tt0086795,15
tt0086799,14
tt0086800,450
tt0086801,6
tt0086802,2175
tt0086804,16
tt0086805,69
tt0086806,13
tt0086807,1705
tt0086810,61
tt0086811,183
tt0086812,8
tt0086814,4769
tt0086815,2930
tt0086816,638
tt0086817,18691
tt0086818,1153
tt0086819,43
tt0086821,22
tt0086822,8930
tt0086824,3672
tt0086826,79
tt0086827,9447
tt0086828,8
tt0086829,703
tt0086831,7859
tt0086832,47
tt0087305,112
tt0087743,36
tt0088109,1058
tt0088186,50
tt0088212,45
tt0088246,99
tt0088470,2261
tt0088472,21
tt0088473,480
tt0088475,1242
tt0088476,1907
tt0088477,11
tt0088478,4474
tt0088481,42
tt0088482,16
tt0088484,38075
tt0088486,121
tt0088488,8
tt0088489,39
tt0088490,12
tt0088491,14414
tt0088492,33
tt0088493,92
tt0088494,53
tt0088495,30
tt0088496,713
tt0088498,7
tt0088499,37
tt0088500,3096
tt0088502,15
tt0088503,1244
tt0088504,210
tt0088505,6
tt0088507,127
tt0088508,11
tt0088509,40021
tt0088510,1187
tt0088511,214
tt0088512,6877
tt0088513,3801
tt0088515,1420
tt0088516,7
tt0088517,150
tt0088519,638
tt0088520,21
tt0088522,24
tt0088523,49
tt0088524,229
tt0088526,27193
tt0088527,12024
tt0088528,8192
tt0088529,40
tt0088530,27
tt0088531,116
tt0088532,8
tt0088533,53
tt0088535,42
tt0088537,188
tt0088538,17
tt0088539,9
tt0088540,10
tt0088541,507
tt0088542,54
tt0088543,223
tt0088546,98
tt0088549,207
tt0088550,927
tt0088552,8
tt0088553,33
tt0088554,624
tt0088556,17
tt0088558,75
tt0088559,32378
tt0088561,337
tt0088562,53
tt0088563,3192
tt0088565,277
tt0088566,8
tt0088567,27
tt0088568,753
tt0088569,17
tt0088570,15
tt0088571,16165
tt0088572,26
tt0088573,530
tt0088574,9
tt0088576,3361
tt0088580,4328
tt0088581,11
tt0088582,273
tt0088583,8621
tt0088584,20
tt0088585,8
tt0088587,352
tt0088589,8
tt0088590,145
tt0088591,881
tt0088592,11
tt0088595,3063
tt0088596,12
tt0088598,220
tt0088599,32
tt0088600,26
tt0088601,436
tt0088602,11
tt0088603,84
tt0088604,343
tt0088605,10
tt0088606,56
tt0088607,98
tt0088609,32
tt0088610,4053
tt0088612,1727
tt0088613,156
tt0088614,10
tt0088615,6
tt0088616,334
tt0088617,23
tt0088618,2485
tt0088619,540
tt0088620,742
tt0088621,1113
tt0088622,125
tt0088623,34
tt0088625,76
tt0088628,1802
tt0088629,59
tt0088631,14427
tt0088634,8308
tt0088636,183
tt0088638,8
tt0088639,7
tt0088640,664
tt0088642,52
tt0088643,420
tt0088644,13
tt0088854,7
tt0089130,23
tt0089368,138
tt0089379,62
tt0089527,12
tt0089645,333
tt0090016,39
tt0090390,28181
tt0090391,228
tt0090393,53
tt0090394,11
tt0090395,1246
tt0090396,17
tt0090398,76
tt0090399,1507
tt0090400,617
tt0090402,829
tt0090403,7
tt0090404,537
tt0090405,2204
tt0090406,29
tt0090407,119
tt0090409,60
tt0090410,2155
tt0090412,71
tt0090413,65
tt0090414,7
tt0090415,13
tt0090416,359
tt0090417,2433
tt0090418,3689
tt0090419,19
tt0090420,39
tt0090423,62
tt0090425,41
tt0090426,93
tt0090428,12
tt0090429,125
tt0090430,12
tt0090433,28
tt0090434,263
tt0090436,942
tt0090440,263
tt0090441,37
tt0090442,422
tt0090444,1789
tt0090445,41
tt0090447,36
tt0090449,6
tt0090452,114
tt0090453,84
tt0090454,25
tt0090457,336
tt0090458,207
tt0090459,1253
tt0090460,34
tt0090461,2200
tt0090462,12
tt0090464,18
tt0090465,555
tt0090466,3788
tt0090467,176
tt0090469,32
tt0090470,7
tt0090471,11
tt0090472,142
tt0090473,226
tt0090477,2436
tt0090478,1003
tt0090479,776
tt0090481,5482
tt0090482,9
tt0090483,7
tt0090485,17
tt0090486,21
tt0090487,290
tt0090488,898
tt0090489,11
tt0090492,7
tt0090493,4345
tt0090494,30
tt0090496,499
tt0090497,53
tt0090498,108
tt0090500,3689
tt0090501,7599
tt0090503,845
tt0090505,110
tt0090506,7510
tt0090507,75
tt0090509,8742
tt0090510,5
tt0090511,6
tt0090512,6
tt0090513,23
tt0090515,41
tt0090519,256
tt0090520,2316
tt0090523,1623
tt0090524,671
tt0090525,5353
tt0090527,631
tt0090528,584
tt0090529,23
tt0090530,178
tt0090533,125
tt0090534,29
tt0090535,9
tt0090536,17
tt0090537,38
tt0090538,128
tt0090540,1195
tt0090541,383
tt0090543,36
tt0090544,7
tt0090545,61
tt0090547,282
tt0090548,58
tt0090550,83
tt0090552,106
tt0090553,415
tt0090594,269
tt0090608,194
tt0091030,5
tt0091211,2177
tt0091893,13
tt0091942,2063
tt0091987,20
tt0092312,9784
tt0092313,21
tt0092314,105
tt0092317,19
